sigla_tipo,numero,ano,ementa,id,casa,tema,autor,link
PDL,333,2019,"Aprova o ato que outorga permissão à Fundação Cultural Terra dos Inhamuns para executar serviço de radiodifusão sonora em frequência modulada no Município de Acopiara, Estado do Ceará.",139571,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139571
PDL,189,2019,"Aprova o ato que outorga autorização à Associação Comunitária de Comunicação Social de Ponta Grossa para executar serviço de radiodifusão comunitária no Município de Ponta Grossa, Estado do Paraná.",138410,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138410
PDL,589,2019,"Aprova o ato que outorga permissão à Rede Brasil de Radiodifusão Limitada para explorar serviço de radiodifusão sonora em frequência modulada no Município de Laranjeiras, Estado de Sergipe.",138425,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138425
PDL,193,2019,"Aprova o ato que outorga autorização à Associação Comunitária de Radiodifusão de Batalha para executar serviço de radiodifusão comunitária no Município de Batalha, Estado do Piauí.",140218,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140218
PRS,113,2019,"Altera o Regimento Interno do Senado Federal, para prever a possibilidade da instituição de comissão temporária para examinar o mérito de propostas de emenda à Constituição.",140078,senado,Nao especificado,Senador Jaques Wagner (PT/BA),https://www25.senado.leg.br/web/atividade/materias/-/materia/140078
PDL,329,2019,"Aprova o ato que outorga autorização à Associação Rádio Comunitária Porto Grande FM para executar serviço de radiodifusão comunitária no Município de Porto Grande, Estado do Amapá.",139718,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139718
PRS,83,2019,"Altera o Regimento Interno do Senado Federal, para dispor sobre o pedido de vista e fixar prazo para a inclusão de matérias relatadas na pauta dos trabalhos.",138496,senado,Nao especificado,Senador Luiz do Carmo (MDB/GO),https://www25.senado.leg.br/web/atividade/materias/-/materia/138496
PDL,328,2019,"Aprova o ato que renova a concessão outorgada à TV Vale do Paraíba Ltda. para explorar serviço de radiodifusão de sons e imagens no Município de São José dos Campos, Estado de São Paulo.",138769,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138769
PDL,297,2019,"Aprova o ato que outorga autorização à Associação Comunidade Nova Tufilândia para executar serviço de radiodifusão comunitária no Município de Tufilândia, Estado do Maranhão.",138756,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138756
PDL,552,2019,"Aprova o ato que outorga autorização à Associação Jiquiriçaense de Apoio Cultural para executar serviço de radiodifusão comunitária no Município de Jiquiriçá, Estado da Bahia.",138294,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138294
PDL,557,2019,"Aprova o ato que outorga autorização à Associação Cultural e Educativa da Rádio Comunitária Interativa FM para executar serviço de radiodifusão comunitária no Município de Campina Grande do Sul, Estado do Paraná.",138299,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138299
PDL,575,2019,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária Cultura FM de Avelino Lopes - Piauí para executar serviço de radiodifusão comunitária no Município de Avelino Lopes, Estado do Piauí.",138392,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138392
PDL,524,2019,"Aprova o ato que outorga autorização à Associação Comunitária Novo Amanhecer para executar serviço de radiodifusão comunitária no Município de Presidente Dutra, Estado da Bahia.",138251,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138251
PL,6560,2019,Institui a Política Nacional de Incentivo à Produção Melífera e ao Desenvolvimento de Produtos e Serviços Apícolas e Meliponícolas de Qualidade.,140302,senado,"Agricultura, pecuária e abastecimento", Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140302
PDL,367,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Tancredo Neves para executar serviço de radiodifusão comunitária no Município de Cajazeiras, Estado da Paraíba.",138944,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138944
PL,5462,2019,"Dispõe sobre a conservação, a proteção, a regeneração, a utilização e proteção da vegetação nativa e a Política de Desenvolvimento Sustentável do Bioma Cerrado e dos ecossistemas, da flora e da fauna associados.",139267,senado,Meio ambiente,Senador Jaques Wagner (PT/BA),https://www25.senado.leg.br/web/atividade/materias/-/materia/139267
PDL,180,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Rádio Gaúcha FM de Bataguassu-MS para executar serviço de radiodifusão comunitária no Município de Bataguassu-MS, Estado do Mato Grosso do Sul.",138521,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138521
PDL,756,2019,"Aprova o ato que outorga permissão à Rádio Onda Sul FM Stereo Ltda. para explorar serviço de radiodifusão sonora em frequência modulada no Município de Conceição da Aparecida, Estado de Minas Gerais.",140210,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140210
PDL,564,2019,"Autoriza, nos termos dos arts. 49, inciso XVI, 176, § 1º, e 231, § 3º, da Constituição Federal, a implantação do aproveitamento hidrelétrico de Iraí, localizado no Rio Uruguai, atingindo parte da Terra Indígena Kaingang de Iraí, no Estado do Rio Grande do Sul",138337,senado,Nao especificado,Senador Luis Carlos Heinze (PP/RS),https://www25.senado.leg.br/web/atividade/materias/-/materia/138337
PDL,538,2019,"Aprova o ato que renova a autorização outorgada à Associação Progressista de Radiodifusão Comunitária Sonora de lgarapé do Meio para executar serviço de radiodifusão comunitária no Município de Igarapé do Meio, Estado do Maranhão.",138265,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138265
PRS,72,2019,"Altera o Regimento Interno do Senado Federal, para modificar a sistemática de cômputo de votos no processo simbólico de votação.",138021,senado,Nao especificado,Senador Eduardo Girão (PODEMOS/CE),https://www25.senado.leg.br/web/atividade/materias/-/materia/138021
PDL,331,2019,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária de Estiva para executar serviço de radiodifusão comunitária no Município de São Luís, Estado do Maranhão.",138767,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138767
PDL,717,2019,"Aprova o ato que renova a concessão outorgada à TV Stúdios de Jaú S.A. para explorar serviço de radiodifusão de sons e imagens no Município de Jaú, Estado de São Paulo.",140022,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140022
PDL,196,2019,"Aprova o ato que renova a autorização outorgada à Associação Cultural de Itapipoca para executar serviço de radiodifusão comunitária no Município de Itapipoca, Estado do Ceará.",140025,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140025
PDL,583,2019,"Aprova o ato que outorga autorização à Associação Movimento Rádio Comunitária Educativa Mirante FM para executar serviço de radiodifusão comunitária no Município de Chapada dos Guimarães, Estado do Mato Grosso.",138401,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138401
PDL,369,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária do Bairro São José para executar serviço de radiodifusão comunitária no Município de Carpina, Estado de Pernambuco.",138945,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138945
PRS,99,2019,"Autoriza a concessão de garantia da República Federativa do Brasil à operação de crédito externo a ser contratada pela Companhia de Saneamento Básico do Estado de São Paulo – Sabesp junto ao
Banco Interamericano de Desenvolvimento (BID) no valor de até
US$ 300.000.000,00 (trezentos milhões de dólares dos Estados Unidos da América).",139110,senado,Nao especificado, Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/139110
PDL,715,2019,"Aprova o ato que outorga autorização à Associação Comunitária e Educativa Elredo Carlos Alberto do Carmo Costa para executar serviço de radiodifusão comunitária no Município de Itaporanga, Estado de São Paulo.",140020,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140020
PDL,638,2019,"Susta o Decreto nº 10.014, de 6 de setembro de 2019, da Presidência da República, que altera o Decreto nº 5.296, de 2 de dezembro de 2004, regulamentador da Lei nº 10.048, de 8 de novembro de 2000 (prioridade no atendimento) e da Lei nº 10.098, de 19 de dezembro de 2000 (Lei da Acessibilidade).",138955,senado,Nao especificado,Senador Romário (PODEMOS/RJ),https://www25.senado.leg.br/web/atividade/materias/-/materia/138955
PDL,159,2019,"Aprova o ato que renova a autorização outorgada à Associação de Proteção aos Idosos e Adolescentes de Camocim para executar serviço de radiodifusão comunitária no Município de Camocim, Estado do Ceará.",140024,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140024
PDL,551,2019,"Aprova o ato que renova a autorização outorgada à Associação Rádio Comunitária Campeche para executar serviço de radiodifusão comunitária no Município de Florianópolis, Estado de Santa Catarina.",138293,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138293
PRS,78,2019,Institui o Grupo Parlamentar Brasil-Austrália.,138346,senado,Nao especificado,Senador Veneziano Vital do Rêgo (PSB/PB),https://www25.senado.leg.br/web/atividade/materias/-/materia/138346
PDL,92,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária São Francisco para executar serviço de radiodifusão comunitária no Município de Alcântaras, Estado do Ceará.",140023,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140023
PDL,683,2019,"Aprova o ato que renova a autorização outorgada à Associação Beneficente e Comunitária do Movimento Sócio-Cultural e Educativo de Itatim - ABCCI para executar serviço de radiodifusão comunitária no Município de Itatim, Estado da Bahia.",139719,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139719
PRS,120,2019,"Autoriza o Município de Santo André (SP) a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com a Corporação Andina de Fomento (CAF), no valor de até US$ 50.000.000,00 (cinquenta milhões de dólares dos Estados Unidos da América).",140253,senado,Nao especificado, Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140253
PDL,187,2019,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária de Lajeado - RCL para executar serviço de radiodifusão comunitária no Município de Lajeado, Estado do Rio Grande do Sul.",138523,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138523
PDL,168,2019,"Aprova o ato que outorga permissão à Fundação Universidade Federal de Sergipe para executar serviço de radiodifusão sonora em frequência modulada no Município de Estância, Estado de Sergipe.",139190,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139190
PRS,66,2019,"Altera a Resolução nº 93, de 27 de novembro de 1970 – Regimento Interno do Senado Federal, para dispor sobre as sabatinas dos indicados para o Conselho Diretor da Autoridade Nacional de Proteção de Dados.",137863,senado,Nao especificado,"Senador Siqueira Campos (DEM/TO), Senador Lasier Martins (PODEMOS/RS)",https://www25.senado.leg.br/web/atividade/materias/-/materia/137863
PDL,171,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Solidariedade e Desenvolvimento de Arcos para executar serviço de radiodifusão comunitária no Município de Arcos, Estado de Minas Gerais.",138752,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138752
PDL,755,2019,"Aprova o ato que outorga autorização à Associação dos Pequenos Produtores Rurais do Córrego do Tabocal e Região - Apprucot para executar serviço de radiodifusão comunitária no Município de Santo Antônio do Jacinto, Estado de Minas Gerais.",140209,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140209
PDL,358,2019,"Aprova o ato que renova a autorização outorgada à Associação de Desenvolvimento Comunitário do Município de Angical do Piauí para executar serviço de radiodifusão comunitária no Município de Angical do Piauí, Estado do Piauí.",140220,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140220
PDL,668,2019,"Aprova o ato que renova a permissão outorgada à Rádio Cidade de Caratinga Ltda. para executar serviço de radiodifusão sonora em frequência modulada no Município de Caratinga, Estado de Minas Gerais.",139475,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139475
PDL,150,2019,"Aprova o ato que outorga autorização à Associação de Desenvolvimento Comunitário e Cultural do Povoado Três Caminhos - ADCT para executar serviço de radiodifusão comunitária no Município de Barras, Estado do Piauí.",140212,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140212
PRS,76,2019,"Altera a Resolução do Senado Federal nº 13, de 2018 – Regulamento Administrativo do Senado Federal -, para dispor sobre a distribuição das funções comissionadas do Conselho Editorial.",138081,senado,Nao especificado,Senador Randolfe Rodrigues (REDE/AP),https://www25.senado.leg.br/web/atividade/materias/-/materia/138081
PDL,528,2019,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária Cultural e Socioambiental de Itaboraí - ARCOMSITA para executar serviço de radiodifusão comunitária no Município de Itaboraí, Estado do Rio de Janeiro.",138255,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138255
PDL,530,2019,"Aprova o ato que outorga concessão à Rede Brasil de Radiodifusão Ltda. para explorar serviço de radiodifusão de sons e imagens no Município de São Raimundo Nonato, Estado do Piauí.",138257,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138257
PDL,315,2019,"Aprova o ato que renova a permissão outorgada à Rádio Imprensa de Anápolis Ltda. para executar serviço de radiodifusão sonora em frequência modulada no Município de Anápolis, Estado de Goiás.",138759,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138759
PDL,534,2019,"Aprova o ato que outorga autorização à Associação Comunitária Vicentina para executar serviço de radiodifusão comunitária no Município de Vicentina, Estado do Mato Grosso do Sul.",138261,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138261
PDL,526,2019,"Aprova o ato que outorga autorização à Associação Comunitária dos Moradores de Joaquim Pires para executar serviço de radiodifusão comunitária no Município de Joaquim Pires, Estado do Piauí.",138253,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138253
PDL,339,2019,"Aprova o ato que renova a autorização outorgada à Associação dos Filhos e Amigos de Rosário Oeste - AFARO para executar serviço de radiodifusão comunitária no Município de Rosário Oeste, Estado do Mato Grosso.",138952,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138952
PRS,67,2019,"Institui, no âmbito da Comissão de Agricultura e Reforma Agrária (CRA), a Medalha Inovação no Campo.",137887,senado,Nao especificado,Senador Jayme Campos (DEM/MT),https://www25.senado.leg.br/web/atividade/materias/-/materia/137887
PL,4718,2019,"Dispõe sobre incentivos fiscais, com dedução do imposto de renda devido, de valores doados a entidades sem fins lucrativos, para aplicação em projetos que promovam a preservação do meio ambiente e o uso sustentável dos recursos naturais.",138338,senado,Meio ambiente,Senador Major Olimpio (PSL/SP),https://www25.senado.leg.br/web/atividade/materias/-/materia/138338
PRS,95,2019,"Institui, no âmbito do Senado Federal, a Frente Parlamentar de apoio ao Mercado de Varejo e E-commerce",139039,senado,Nao especificado,"Senadora Kátia Abreu (PDT/TO), Senador Jean Paul Prates (PT/RN), Senador Jorginho Mello (PL/SC), Senador Weverton (PDT/MA), Senador Tasso Jereissati (PSDB/CE), Senador Esperidião Amin (PP/SC), Senador Izalci Lucas (PSDB/DF), Senador Lasier Martins (PODEMOS/RS), Senador Otto Alencar (PSD/BA), Senador Lucas Barreto (PSD/AP), Senador Jaques Wagner (PT/BA), Senador Acir Gurgacz (PDT/RO), Senador Eduardo Braga (MDB/AM), Senador Davi Alcolumbre (DEM/AP), Senador Renan Calheiros (MDB/AL), Senador Marcelo Castro (MDB/PI), Senador Fernando Bezerra Coelho (MDB/PE), Senador Humberto Costa (PT/PE), Senador Dário Berger (MDB/SC), Senadora Soraya Thronicke (PSL/MS), Senador Flávio Bolsonaro (PSL/RJ), Senador Telmário Mota (PROS/RR), Senador Veneziano Vital do Rêgo (PSB/PB), Senador Zequinha Marinho (PSC/PA), Senador Oriovisto Guimarães (PODEMOS/PR), Senador Jayme Campos (DEM/MT), Senador Rodrigo Pacheco (DEM/MG), Senador Antonio Anastasia (PSDB/MG), Senador Wellington Fagundes (PL/MT), Senador Vanderlan Cardoso (PP/GO), Senador Nelsinho Trad (PSD/MS), Senador Irajá (PSD/TO), Senador Ciro Nogueira (PP/PI)",https://www25.senado.leg.br/web/atividade/materias/-/materia/139039
PDL,591,2019,"Aprova o ato que outorga autorização à Associação dos Divulgadores da Cultura da Vila de Santo Antônio das Queimadas para executar serviço de radiodifusão comunitária no Município de Jurema, Estado de Pernambuco.",138427,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138427
PDL,523,2019,"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo dos Estados Unidos da América sobre Salvaguardas Tecnológicas Relacionadas à Participação dos Estados Unidos da América em Lançamentos a partir do Centro Espacial de Alcântara, assinado em Washington, em 18 de março de 2019.",139537,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139537
PRS,73,2019,"Altera o Regimento Interno do Senado Federal, para criar o ambiente virtual de deliberação no âmbito das comissões.",138020,senado,Nao especificado,Senador Alessandro Vieira (CIDADANIA/SE),https://www25.senado.leg.br/web/atividade/materias/-/materia/138020
PL,5315,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa, e a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, a fim de exigir prévia autorização do Congresso Nacional para corte e supressão de vegetação de Floresta Amazônica primária e secundária em estado avançado de regeneração, exceto nas hipóteses especificadas, bem como tipificar novo crime ambiental relacionado ao corte raso desse tipo de vegetação.",139066,senado,Meio ambiente,Senador Alessandro Vieira (CIDADANIA/SE),https://www25.senado.leg.br/web/atividade/materias/-/materia/139066
PDL,556,2019,"Aprova o ato que outorga autorização à Associação de Radiodifusão Comunitária RCA FM para executar serviço de radiodifusão comunitária no Município de Aramari, Estado da Bahia.",138298,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138298
PDL,546,2019,"Susta o Despacho do Presidente da República, ao Ministério da Justiça e Segurança Pública, publicado em 15 de agosto de 2019, que suspendeu o uso de equipamentos medidores de velocidade estáticos, móveis e portáteis.",138276,senado,Nao especificado,"Senador Humberto Costa (PT/PE), Senador Jean Paul Prates (PT/RN), Senador Paulo Paim (PT/RS), Senador Paulo Rocha (PT/PA), Senador Rogério Carvalho (PT/SE), Senador Jaques Wagner (PT/BA), Senadora Zenaide Maia (PROS/RN)",https://www25.senado.leg.br/web/atividade/materias/-/materia/138276
PDL,539,2019,"Aprova o ato que outorga permissão ao Instituto Federal de Educação, Ciência e Tecnologia - IFAL para executar serviço de radiodifusão sonora em frequência modulada no Município de Palmeira dos Índios, Estado de Alagoas.",138266,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138266
PDL,542,2019,"Aprova o ato que outorga permissão à Universidade Federal do Pampa para executar serviço de radiodifusão sonora em frequência modulada no Município de Uruguaiana, Estado do Rio Grande do Sul.",138269,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138269
PL,6044,2019,"Altera a Lei nº 12.305, de 2010, que institui a Política Nacional de Resíduos Sólidos, para dispor sobre a capacitação de consumidores em relação ao acondicionamento de resíduos sólidos, no sistema de coleta seletiva.",139853,senado,Meio ambiente,Senador Veneziano Vital do Rêgo (PSB/PB),https://www25.senado.leg.br/web/atividade/materias/-/materia/139853
PDL,330,2019,"Aprova o ato que outorga autorização à Associação de Radiofusão Comunitária Rio Itapecuru e Alpercatas da Região de Mirador – Maranhão (Radial) para executar serviço de radiodifusão comunitária no Município de Mirador, Estado do Maranhão.",138768,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138768
PDL,554,2019,"Aprova o ato que outorga autorização à Associação da Rádio Comunitária Batalha FM para executar serviço de radiodifusão comunitária no Município de Batalha, Estado de Alagoas.",138296,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138296
PL,4676,2019,"Altera a Lei nº 9.973, de 29 de maio de 2000, para conferir caráter voluntário à adesão ao sistema de certificação que especifica.",138281,senado,"Agricultura, pecuária e abastecimento", Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138281
PDL,541,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária Esperança de Iguatemi - ACEI para executar serviço de radiodifusão comunitária no Município de Iguatemi, Estado do Mato Grosso do Sul.",138268,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138268
PL,5690,2019,Institui o Selo “Empresa Parceira do Meio Ambiente” e confere vantagens nas contratações públicas às empresas que o detêm.,139585,senado,Meio ambiente,Senador Confúcio Moura (MDB/RO),https://www25.senado.leg.br/web/atividade/materias/-/materia/139585
PDL,170,2019,"Aprova o ato que renova a autorização outorgada à Associação de Amigos e Colaboradores Corguinhenses para executar serviço de radiodifusão comunitária no Município de Corguinho, Estado do Mato Grosso do Sul.",138519,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138519
PDL,303,2019,"Aprova o ato que outorga autorização à Associação Beneficente Recanto Canaã para executar serviço de radiodifusão comunitária no Município de São Luís, Estado do Maranhão.",138528,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138528
PL,5142,2019,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas derivadas de condutas e atividades lesivas ao meio ambiente, e dá outras providências, para determinar a transferência de bens e parte dos valores das multas por infração ambiental ao município onde ocorreu a infração.",138873,senado,Meio ambiente,Senador Zequinha Marinho (PSC/PA),https://www25.senado.leg.br/web/atividade/materias/-/materia/138873
PDL,748,2019,"Susta os artigos 2º e 3º da Resolução n. 150, de 3 de dezembro de 2019, do Comitê Gestor do Simples Nacional.",140144,senado,Nao especificado,Senador Wellington Fagundes (PL/MT),https://www25.senado.leg.br/web/atividade/materias/-/materia/140144
PRS,68,2019,"Altera a Resolução do Senado Federal nº 13, de 2018 – Regulamento Administrativo do Senado Federal – e a Resolução do Senado Federal nº 93, de 1970 – Regimento Interno do Senado Federal, para dispor sobre a estrutura dos gabinetes de lideranças de partidos que possuam 2 (dois) senadores.",137891,senado,Nao especificado,Senador Randolfe Rodrigues (REDE/AP),https://www25.senado.leg.br/web/atividade/materias/-/materia/137891
PRS,115,2019,"Autoriza o Estado do Ceará a contratar operação de crédito externo, com garantia da República Federativa do Brasil, junto ao Banco Internacional
para Reconstrução e Desenvolvimento (BIRD), no valor de até US$ 100.000.000,00 (cem milhões de dólares dos Estados Unidos da América).",140166,senado,Nao especificado, Comissão de Assuntos Econômicos,https://www25.senado.leg.br/web/atividade/materias/-/materia/140166
PDL,692,2019,"Altera o parágrafo único do art. 1º do Decreto Legislativo nº. 197, de 1991, que aprova o texto do tratado para a constituição de um Mercado Comum entre a República Federativa do Brasil, a República Argentina, a República do Paraguai e a República Oriental do Uruguai, firmado em Assunção, em 26 de março de 1991.",139749,senado,Nao especificado,Senador Humberto Costa (PT/PE),https://www25.senado.leg.br/web/atividade/materias/-/materia/139749
PRS,89,2019,Cria a Frente Parlamentar de Apoio à Corte Penal Latino-americana e do Caribe Contra o Crime Organizado (COPLA).,138950,senado,Nao especificado,Senador Marcos do Val (PODEMOS/ES),https://www25.senado.leg.br/web/atividade/materias/-/materia/138950
PL,6589,2019,"Transforma o Parque Nacional da Lagoa do Peixe, criado pelo Decreto no 93.546, de 6 de novembro de 1986, em Área de Proteção Ambiental da Lagoa do Peixe.",140347,senado,Meio ambiente,Senador Luis Carlos Heinze (PP/RS),https://www25.senado.leg.br/web/atividade/materias/-/materia/140347
PDL,154,2019,"Aprova o ato que renova a autorização outorgada à Associação e Movimento Comunitário Rádio Caruaru FM para executar serviço de radiodifusão comunitária no Município de Caruaru, Estado de Pernambuco.",138440,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138440
PDL,195,2019,"Aprova o ato que renova a autorização outorgada à União das Associações de Moradores dos Bairros de Lajeado para executar serviço de radiodifusão comunitária no Município de Lajeado, Estado do Rio Grande do Sul.",138526,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138526
PDL,651,2019,"Aprova o texto da Convenção sobre Trabalho Marítimo – CTM, 2006, aprovado durante a 94ª Conferência Internacional do Trabalho, assinado em Genebra, em 7 de fevereiro de 2006, conforme as Emendas à Convenção sobre Trabalho Marítimo aprovadas durante a 103ª Conferência Internacional do Trabalho, em Genebra, em 11 de junho de 2014.",139173,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139173
PDL,165,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de Comunicação e Cultura Portal da Serra para executar serviço de radiodifusão comunitária no Município de Bom Retiro, Estado de Santa Catarina.",139189,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139189
PL,5154,2019,"Proíbe a produção, importação, exportação, comercialização e distribuição de sacolas plásticas descartáveis não compostáveis.",138892,senado,Meio ambiente,Senador Izalci Lucas (PSDB/DF),https://www25.senado.leg.br/web/atividade/materias/-/materia/138892
PDL,625,2019,"Aprova o ato que outorga autorização à Associação Cultural de Radiodifusão Comunitária de Ibiassucê para executar serviço de radiodifusão comunitária no Município de Ibiassucê, Estado da Bahia.",138784,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138784
PDL,626,2019,"Aprova o ato que renova a autorização outorgada à Associação Serrote Educativa para executar serviço de radiodifusão comunitária no Município de Serrolândia, Estado da Bahia.",138785,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138785
PDL,670,2019,"Aprova o ato que outorga concessão à Fundação Educativa e Cultural José Alves Ferreira de Oliveira para executar serviço de radiodifusão de sons e imagens no Município de Pará de Minas, Estado de Minas Gerais.",139477,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139477
PL,6417,2019,"Altera a Lei nº 8.171, de 17 de janeiro de 1991, para dispor sobre o Sistema Nacional de Ciência, Tecnologia e Inovação para a Agropecuária (SNPA).",140163,senado,"Agricultura, pecuária e abastecimento","Senador Styvenson Valentim (PODEMOS/RN), Senador Luis Carlos Heinze (PP/RS), Senadora Soraya Thronicke (PSL/MS)",https://www25.senado.leg.br/web/atividade/materias/-/materia/140163
PDL,757,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de São Francisco de Paula - ASCOFRAN para executar serviço de radiodifusão comunitária no Município de São Francisco de Paula, Estado de Minas Gerais.",140216,senado,Nao especificado, Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140216
