id_votacao,id_parlamentar,partido,voto
2222884-62,160512,SOLIDARIEDADE,Sim
2222884-62,73891,MDB,Sim
2222884-62,204378,PSL,Sim
2222884-62,141417,PL,Sim
2222884-62,160589,PSDB,Sim
2222884-62,204404,PSDB,Sim
2222884-62,160592,PT,Não
2222884-62,204480,PT,Não
2222884-62,204407,PSOL,Não
2222884-62,178962,REPUBLICANOS,Sim
2222884-62,204367,PSL,Sim
2222884-62,204377,CIDADANIA,Sim
2222884-62,204535,PSOL,Não
2222884-62,204576,REPUBLICANOS,Sim
2222884-62,178835,PDT,Sim
2222884-62,204460,PSL,Sim
2222884-62,73586,PSB,Sim
2222884-62,141459,PL,Sim
2222884-62,160518,PROS,Sim
2222884-62,178896,MDB,Sim
2222884-62,178987,PCdoB,Não
2222884-62,204532,NOVO,Sim
2222884-62,141411,PDT,Sim
2222884-62,204456,MDB,Sim
2222884-62,204441,PSC,Sim
2222884-62,204526,PSL,Sim
2222884-62,146307,PP,Sim
2222884-62,160552,PSD,Sim
2222884-62,204387,PSD,Sim
2222884-62,204536,DEM,Sim
2222884-62,73486,PDT,Sim
2222884-62,178871,PP,Sim
2222884-62,204533,PDT,Sim
2222884-62,204462,PSL,Sim
2222884-62,204469,REPUBLICANOS,Sim
2222884-62,157130,PDT,Não
2222884-62,204548,PSL,Sim
2222884-62,204388,PSL,Sim
2222884-62,74655,PSDB,Sim
2222884-62,160674,REPUBLICANOS,Sim
2222884-62,164359,PSL,Sim
2222884-62,166402,PL,Sim
2222884-62,178996,MDB,Sim
2222884-62,141434,MDB,Sim
2222884-62,160651,MDB,Sim
2222884-62,204554,PL,Sim
2222884-62,204455,PSL,Sim
2222884-62,212625,REPUBLICANOS,Sim
2222884-62,74439,PDT,Sim
2222884-62,204530,PSB,Sim
2222884-62,204381,DEM,Sim
2222884-62,204499,PSB,Sim
2222884-62,204519,NOVO,Sim
2222884-62,204489,PDT,Sim
2222884-62,204457,DEM,Sim
2222884-62,204459,MDB,Sim
2222884-62,204486,PDT,Sim
2222884-62,204520,PSL,Sim
2222884-62,156190,NOVO,Sim
2222884-62,160604,PT,Não
2222884-62,204374,PSL,Sim
2222884-62,204435,PDT,Sim
2222884-62,204436,MDB,Sim
2222884-62,178964,PSB,Sim
2222884-62,177282,PDT,Sim
2222884-62,204403,PDT,Sim
2222884-62,73531,PSOL,Não
2222884-62,133968,PDT,Sim
2222884-62,136811,PP,Sim
2222884-62,141450,PSD,Sim
2222884-62,204545,PSL,Sim
2222884-62,178910,PSD,Sim
2222884-62,204492,PT,Não
2222884-62,74749,MDB,Sim
2222884-62,135054,PL,Sim
2222884-62,204479,PSL,Sim
2222884-62,204490,PSL,Sim
2222884-62,141553,PSDB,Sim
2222884-62,160599,PP,Sim
2222884-62,141335,PT,Não
2222884-62,204369,PSL,Sim
2222884-62,204497,PSD,Sim
2222884-62,81297,PSL,Sim
2222884-62,122158,DEM,Sim
2222884-62,141428,PSD,Sim
2222884-62,204541,PDT,Sim
2222884-62,73460,PDT,Sim
2222884-62,178972,CIDADANIA,Sim
2222884-62,204400,PSL,Sim
2222884-62,205865,PSD,Sim
2222884-62,160575,PT,Não
2222884-62,178829,PL,Sim
2222884-62,133810,PTB,Sim
2222884-62,74305,PSDB,Sim
2222884-62,178831,PP,Sim
2222884-62,204433,CIDADANIA,Sim
2222884-62,204517,PL,Sim
2222884-62,160556,PT,Não
2222884-62,204555,PT,Não
2222884-62,134812,PSOL,Não
2222884-62,178985,PL,Sim
2222884-62,205863,PSL,Sim
2222884-62,150418,REPUBLICANOS,Sim
2222884-62,160553,PSD,Sim
2222884-62,164360,CIDADANIA,Sim
2222884-62,196358,PSL,Sim
2222884-62,204396,PSD,Sim
2222884-62,204413,PATRIOTA,Sim
2222884-62,204496,PSDB,Sim
2222884-62,204557,PSD,Sim
2222884-62,204484,PSL,Sim
2222884-62,204376,PSL,Sim
2222884-62,204409,PSDB,Sim
2222884-62,74262,PSDB,Sim
2222884-62,74352,PSDB,Sim
2222884-62,141508,PSB,Sim
2222884-62,178970,PT,Não
2222884-62,178984,PSDB,Sim
2222884-62,204463,PSD,Sim
2222884-62,74784,PSOL,Não
2222884-62,160535,PT,Não
2222884-62,204379,PROS,Sim
2222884-62,212504,AVANTE,Sim
2222884-62,212749,PL,Sim
2222884-62,160653,PODE,Sim
2222884-62,204386,DEM,Sim
2222884-62,204570,PL,Sim
2222884-62,116379,PSD,Sim
2222884-62,141391,CIDADANIA,Sim
2222884-62,204483,PSB,Sim
2222884-62,160655,PP,Sim
2222884-62,141398,PT,Não
2222884-62,160667,PP,Sim
2222884-62,171617,PT,Não
2222884-62,178954,MDB,Sim
2222884-62,204478,MDB,Sim
2222884-62,204485,PL,Sim
2222884-62,74156,PT,Não
2222884-62,204429,PSB,Sim
2222884-62,204458,PSL,Sim
2222884-62,204474,MDB,Sim
2222884-62,137070,PL,Sim
2222884-62,141523,MDB,Sim
2222884-62,178925,PT,Não
2222884-62,204393,PT,Não
2222884-62,204511,DEM,Sim
2222884-62,204556,PL,Sim
2222884-62,204356,REPUBLICANOS,Sim
2222884-62,204498,DEM,Sim
2222884-62,141405,MDB,Sim
2222884-62,191923,PDT,Sim
2222884-62,204574,PL,Sim
2222884-62,73466,CIDADANIA,Sim
2222884-62,92776,PSD,Sim
2222884-62,178874,PDT,Sim
2222884-62,204382,PSL,Sim
2222884-62,204394,PSB,Sim
2222884-62,207309,PSL,Sim
2222884-62,160610,PT,Não
2222884-62,178929,PODE,Sim
2222884-62,204373,REPUBLICANOS,Sim
2222884-62,204408,SOLIDARIEDADE,Sim
2222884-62,204471,PSDB,Sim
2222884-62,74052,PL,Sim
2222884-62,160645,PSDB,Sim
2222884-62,178873,PT,Não
2222884-62,194260,PTB,Sim
2222884-62,73696,PP,Sim
2222884-62,178982,PSDB,Sim
2222884-62,204398,PSL,Sim
2222884-62,178920,PODE,Sim
2222884-62,204473,PSL,Sim
2222884-62,204510,PP,Sim
2222884-62,74419,PSB,Sim
2222884-62,178854,DEM,Sim
2222884-62,178989,PODE,Sim
2222884-62,204359,PODE,Sim
2222884-62,204405,PSB,Sim
2222884-62,204411,PSL,Sim
2222884-62,204475,SOLIDARIEDADE,Sim
2222884-62,205535,PL,Sim
2222884-62,74160,PT,Não
2222884-62,74467,PDT,Sim
2222884-62,141439,PDT,Sim
2222884-62,178836,DEM,Sim
2222884-62,178990,PSDB,Sim
2222884-62,204392,PSD,Sim
2222884-62,204438,PL,Sim
2222884-62,74400,PT,Não
2222884-62,76874,PSOL,Não
2222884-62,141470,PT,Não
2222884-62,178876,PSDB,Sim
2222884-62,178884,MDB,Sim
2222884-62,178953,PSD,Sim
2222884-62,204399,PP,Sim
2222884-62,93083,PP,Sim
2222884-62,178966,PSDB,Sim
2222884-62,179587,PSL,Sim
2222884-62,204385,PSC,Sim
2222884-62,204415,PSL,Sim
2222884-62,204529,PL,Sim
2222884-62,74319,PTB,Sim
2222884-62,162332,PL,Sim
2222884-62,178945,REPUBLICANOS,Sim
2222884-62,178961,PSDB,Sim
2222884-62,204366,PSB,Sim
2222884-62,171619,PT,Não
2222884-62,178975,MDB,Sim
2222884-62,204365,NOVO,Sim
2222884-62,204414,REPUBLICANOS,Sim
2222884-62,204561,PSB,Sim
2222884-62,74200,PROS,Sim
2222884-62,160559,MDB,Sim
2222884-62,178928,PL,Sim
2222884-62,178933,MDB,Sim
2222884-62,204380,PP,Sim
2222884-62,204522,PSD,Sim
2222884-62,204551,SOLIDARIEDADE,Sim
2222884-62,204558,PSB,Sim
2222884-62,160558,PL,Sim
2222884-62,204364,SOLIDARIEDADE,Sim
2222884-62,204448,PL,Sim
2222884-62,204495,PT,Não
2222884-62,204562,PSD,Sim
2222884-62,74079,MDB,Sim
2222884-62,74299,PDT,Sim
2222884-62,204370,PT,Não
2222884-62,204430,PP,Sim
2222884-62,72442,PSB,Sim
2222884-62,74270,PSC,Sim
2222884-62,74283,PT,Não
2222884-62,204416,PSL,Sim
2222884-62,204567,PL,Sim
2222884-62,74371,PT,Não
2222884-62,152605,PSOL,Não
2222884-62,160587,PSD,Sim
2222884-62,160976,PL,Sim
2222884-62,178981,MDB,Sim
2222884-62,204351,PSL,Sim
2222884-62,204412,DEM,Sim
2222884-62,204494,PATRIOTA,Sim
2222884-62,73701,PT,Não
2222884-62,141401,MDB,Sim
2222884-62,160673,PL,Sim
2222884-62,178863,PROS,Sim
2222884-62,178908,PSD,Sim
2222884-62,204432,SOLIDARIEDADE,Sim
2222884-62,204503,PT,Não
2222884-62,204523,NOVO,Sim
2222884-62,204537,PV,Sim
2222884-62,74537,PP,Sim
2222884-62,193726,PSC,Sim
2222884-62,204447,PSD,Sim
2222884-62,204468,REDE,Não
2222884-62,204525,PSB,Sim
2222884-62,205548,PSOL,Não
2222884-62,209189,PT,Não
2222884-62,73604,PT,Não
2222884-62,74383,PL,Sim
2222884-62,160534,PL,Sim
2222884-62,178858,PP,Sim
2222884-62,204390,PP,Sim
2222884-62,204437,REPUBLICANOS,Sim
2222884-62,204544,PSDB,Sim
2222884-62,69871,PODE,Não
2222884-62,133439,PDT,Sim
2222884-62,204389,PSB,Sim
2222884-62,204512,PSL,Sim
2222884-62,205476,PSD,Sim
2222884-62,206231,PSB,Sim
2222884-62,74158,PDT,Sim
2222884-62,92699,PP,Sim
2222884-62,160569,PT,Não
2222884-62,160665,SOLIDARIEDADE,Sim
2222884-62,178889,PT,Não
2222884-62,204361,MDB,Sim
2222884-62,204363,PSC,Sim
2222884-62,204521,PSL,Sim
2222884-62,68720,PDT,Sim
2222884-62,115746,PL,Sim
2222884-62,178833,PSD,Sim
2222884-62,178934,PROS,Sim
2222884-62,178983,PL,Sim
2222884-62,204360,PDT,Sim
2222884-62,204406,PP,Sim
2222884-62,204431,MDB,Sim
2222884-62,204531,PP,Sim
2222884-62,207176,PSDB,Sim
2222884-62,74459,PP,Sim
2222884-62,121948,PP,Sim
2222884-62,160538,PT,Não
2222884-62,178916,CIDADANIA,Sim
2222884-62,204352,PSB,Sim
2222884-62,204439,SOLIDARIEDADE,Sim
2222884-62,204491,REPUBLICANOS,Sim
2222884-62,204502,PSL,Sim
2222884-62,74075,MDB,Sim
2222884-62,74376,PT,Não
2222884-62,151208,PP,Sim
2222884-62,160601,PODE,Sim
2222884-62,171623,MDB,Sim
2222884-62,178839,MDB,Sim
2222884-62,204362,PSD,Sim
2222884-62,66179,DEM,Sim
2222884-62,74090,PP,Sim
2222884-62,178909,DEM,Sim
2222884-62,178912,PSDB,Sim
2222884-62,204427,PL,Sim
2222884-62,204560,PSDB,Sim
2222884-62,109429,REPUBLICANOS,Sim
2222884-62,178927,PSB,Sim
2222884-62,178951,PSB,Sim
2222884-62,198783,PTB,Não
2222884-62,204542,PSB,Sim
2222884-62,204552,PODE,Sim
2222884-62,74693,DEM,Artigo 17
2222884-59,74270,PSC,Não
2222884-59,178966,PSDB,Não
2222884-59,204380,PP,Não
2222884-59,160599,PP,Não
2222884-59,74371,PT,Obstrução
2222884-59,73486,PDT,Não
2222884-59,204491,REPUBLICANOS,Não
2222884-59,141417,PL,Não
2222884-59,160758,PSDB,Não
2222884-59,204433,CIDADANIA,Não
2222884-59,141391,CIDADANIA,Não
2222884-59,178835,PDT,Não
2222884-59,178876,PSDB,Não
2222884-59,74848,PCdoB,Obstrução
2222884-59,204441,PSC,Não
2222884-59,160552,PSD,Não
2222884-59,160589,PSDB,Não
2222884-59,160545,DEM,Não
2222884-59,74655,PSDB,Não
2222884-59,164359,PSL,Não
2222884-59,160673,PL,Não
2222884-59,178996,MDB,Não
2222884-59,160651,MDB,Não
2222884-59,160639,DEM,Não
2222884-59,164360,CIDADANIA,Não
2222884-59,204375,AVANTE,Não
2222884-59,72442,PSB,Não
2222884-59,136811,PP,Não
2222884-59,204523,NOVO,Não
2222884-59,204357,PSDB,Não
2222884-59,74749,MDB,Não
2222884-59,150418,REPUBLICANOS,Não
2222884-59,204515,AVANTE,Não
2222884-59,204372,REPUBLICANOS,Não
2222884-59,204406,PP,Não
2222884-59,73891,MDB,Não
2222884-59,141398,PT,Obstrução
2222884-59,178836,DEM,Não
2222884-59,204356,REPUBLICANOS,Não
2222884-59,204544,PSDB,Não
2222884-59,204488,PV,Não
2222884-59,204576,REPUBLICANOS,Não
2222884-59,152610,REPUBLICANOS,Não
2222884-59,74057,PCdoB,Obstrução
2222884-59,204414,REPUBLICANOS,Não
2222884-59,178920,PODE,Não
2222884-59,204476,AVANTE,Não
2222884-59,133810,PTB,Não
2222884-59,204431,MDB,Não
2222884-59,204452,PSL,Não
2222884-59,204448,PL,Não
2222884-59,204469,REPUBLICANOS,Não
2222884-59,74156,PT,Obstrução
2222884-59,74319,PTB,Não
2222884-59,204451,PSL,Não
2222884-59,204495,PT,Abstenção
2222884-59,178964,PSB,Não
2222884-59,204540,REPUBLICANOS,Não
2222884-59,160674,REPUBLICANOS,Não
2222884-59,160598,PDT,Não
2222884-59,204467,PT,Obstrução
2222884-59,204435,PDT,Não
2222884-59,133968,PDT,Não
2222884-59,166402,PL,Não
2222884-59,204420,PSL,Não
2222884-59,204536,DEM,Não
2222884-59,204444,PSL,Não
2222884-59,74352,PSDB,Não
2222884-59,212504,AVANTE,Não
2222884-59,212749,PL,Não
2222884-59,205535,PL,Não
2222884-59,204574,PL,Não
2222884-59,160642,PATRIOTA,Não
2222884-59,73586,PSB,Não
2222884-59,73788,PP,Não
2222884-59,162332,PL,Não
2222884-59,204511,DEM,Não
2222884-59,157130,PDT,Não
2222884-59,204362,PSD,Não
2222884-59,204425,REPUBLICANOS,Não
2222884-59,141488,PT,Obstrução
2222884-59,178934,PROS,Não
2222884-59,204463,PSD,Não
2222884-59,212625,REPUBLICANOS,Não
2222884-59,141427,MDB,Não
2222884-59,141470,PT,Obstrução
2222884-59,204367,PSL,Não
2222884-59,204378,PSL,Não
2222884-59,204449,PSL,Não
2222884-59,204504,PSD,Não
2222884-59,146307,PP,Não
2222884-59,204389,PSB,Não
2222884-59,171617,PT,Obstrução
2222884-59,204481,PL,Não
2222884-59,204542,PSB,Não
2222884-59,204480,PT,Obstrução
2222884-59,204556,PL,Não
2222884-59,204569,PSL,Não
2222884-59,160512,SOLIDARIEDADE,Não
2222884-59,160667,PP,Não
2222884-59,74356,REPUBLICANOS,Não
2222884-59,204352,PSB,Não
2222884-59,204403,PDT,Não
2222884-59,204483,PSB,Não
2222884-59,141434,MDB,Não
2222884-59,156190,NOVO,Não
2222884-59,204489,PDT,Não
2222884-59,204412,DEM,Não
2222884-59,204415,PSL,Não
2222884-59,204502,PSL,Não
2222884-59,205863,PSL,Não
2222884-59,76874,PSOL,Obstrução
2222884-59,204487,PROS,Não
2222884-59,74784,PSOL,Obstrução
2222884-59,178831,PP,Não
2222884-59,178945,REPUBLICANOS,Não
2222884-59,204353,REPUBLICANOS,Não
2222884-59,204497,PSD,Não
2222884-59,204561,PSB,Não
2222884-59,141405,MDB,Não
2222884-59,141508,PSB,Não
2222884-59,160645,PSDB,Não
2222884-59,178908,PSD,Não
2222884-59,204386,DEM,Não
2222884-59,178933,MDB,Não
2222884-59,204437,REPUBLICANOS,Não
2222884-59,204519,NOVO,Não
2222884-59,204535,PSOL,Obstrução
2222884-59,178829,PL,Não
2222884-59,178997,MDB,Não
2222884-59,178854,DEM,Não
2222884-59,178947,DEM,Não
2222884-59,160518,PROS,Sim
2222884-59,178916,CIDADANIA,Não
2222884-59,160600,DEM,Não
2222884-59,204379,PROS,Não
2222884-59,160587,PSD,Não
2222884-59,178948,PP,Não
2222884-59,204520,PSL,Não
2222884-59,204482,PSC,Não
2222884-59,73531,PSOL,Obstrução
2222884-59,74317,PSD,Não
2222884-59,178977,PSDB,Não
2222884-59,204363,PSC,Não
2222884-59,191923,PDT,Não
2222884-59,197438,AVANTE,Não
2222884-59,152605,PSOL,Obstrução
2222884-59,204457,DEM,Não
2222884-59,74419,PSB,Não
2222884-59,141411,PDT,Não
2222884-59,204396,PSD,Não
2222884-59,204413,PATRIOTA,Não
2222884-59,171619,PT,Obstrução
2222884-59,179001,MDB,Não
2222884-59,204360,PDT,Não
2222884-59,204376,PSL,Não
2222884-59,204458,PSL,Não
2222884-59,179587,PSL,Não
2222884-59,204387,PSD,Não
2222884-59,204551,SOLIDARIEDADE,Não
2222884-59,204446,PSL,Não
2222884-59,204570,PL,Não
2222884-59,73604,PT,Obstrução
2222884-59,178889,PT,Obstrução
2222884-59,204534,PDT,Não
2222884-59,81297,PSL,Não
2222884-59,198783,PTB,Não
2222884-59,204405,PSB,Não
2222884-59,204531,PP,Não
2222884-59,204393,PT,Obstrução
2222884-59,204438,PL,Não
2222884-59,204530,PSB,Não
2222884-59,204552,PODE,Não
2222884-59,69871,PODE,Sim
2222884-59,178874,PDT,Não
2222884-59,178987,PCdoB,Obstrução
2222884-59,204397,PROS,Não
2222884-59,195866,PROS,Não
2222884-59,204475,SOLIDARIEDADE,Não
2222884-59,109429,REPUBLICANOS,Não
2222884-59,177282,PDT,Não
2222884-59,178984,PSDB,Não
2222884-59,194260,PTB,Não
2222884-59,204486,PDT,Não
2222884-59,204562,PSD,Não
2222884-59,74400,PT,Obstrução
2222884-59,137070,PL,Não
2222884-59,204383,PV,Não
2222884-59,204390,PP,Não
2222884-59,204392,PSD,Não
2222884-59,204558,PSB,Não
2222884-59,211866,CIDADANIA,Não
2222884-59,81055,PCdoB,Obstrução
2222884-59,141428,PSD,Não
2222884-59,204364,SOLIDARIEDADE,Não
2222884-59,204365,NOVO,Não
2222884-59,204395,DEM,Não
2222884-59,204460,PSL,Não
2222884-59,204498,DEM,Não
2222884-59,204555,PT,Obstrução
2222884-59,178910,PSD,Não
2222884-59,204351,PSL,Não
2222884-59,204518,PATRIOTA,Não
2222884-59,204521,PSL,Não
2222884-59,204567,PL,Não
2222884-59,74467,PDT,Não
2222884-59,204474,MDB,Não
2222884-59,204554,PL,Sim
2222884-59,178873,PT,Obstrução
2222884-59,204361,MDB,Não
2222884-59,204525,PSB,Não
2222884-59,204532,NOVO,Não
2222884-59,204545,PSL,Não
2222884-59,141516,PSDB,Não
2222884-59,178895,PSD,Não
2222884-59,204447,PSD,Não
2222884-59,204485,PL,Não
2222884-59,205476,PSD,Não
2222884-59,205865,PSD,Não
2222884-59,73441,REPUBLICANOS,Não
2222884-59,74158,PDT,Não
2222884-59,74283,PT,Obstrução
2222884-59,90201,PTB,Não
2222884-59,178970,PT,Obstrução
2222884-59,178985,PL,Não
2222884-59,204526,PSL,Não
2222884-59,73801,PCdoB,Obstrução
2222884-59,74200,PROS,Não
2222884-59,74383,PL,Não
2222884-59,74554,PL,Não
2222884-59,98057,REPUBLICANOS,Não
2222884-59,116379,PSD,Não
2222884-59,204462,PSL,Não
2222884-59,204490,PSL,Não
2222884-59,74079,MDB,Não
2222884-59,74439,PDT,Não
2222884-59,141335,PT,Obstrução
2222884-59,160538,PT,Obstrução
2222884-59,171623,MDB,Não
2222884-59,204499,PSB,Não
2222884-59,204517,PL,Não
2222884-59,204533,PDT,Não
2222884-59,141439,PDT,Não
2222884-59,160569,PT,Obstrução
2222884-59,160610,PT,Obstrução
2222884-59,204408,SOLIDARIEDADE,Não
2222884-59,204416,PSL,Não
2222884-59,204473,PSL,Não
2222884-59,207176,PSDB,Não
2222884-59,93083,PP,Não
2222884-59,135054,PL,Não
2222884-59,141523,MDB,Não
2222884-59,204429,PSB,Não
2222884-59,204439,SOLIDARIEDADE,Não
2222884-59,204440,PP,Não
2222884-59,204529,PL,Não
2222884-59,66179,DEM,Não
2222884-59,178884,MDB,Não
2222884-59,204455,PSL,Não
2222884-59,204461,NOVO,Não
2222884-59,74090,PP,Não
2222884-59,178982,PSDB,Não
2222884-59,204385,PSC,Não
2222884-59,204404,PSDB,Não
2222884-59,204478,MDB,Não
2222884-59,73466,CIDADANIA,Não
2222884-59,160553,PSD,Não
2222884-59,204434,SOLIDARIEDADE,Não
2222884-59,74305,PSDB,Não
2222884-59,74376,PT,Obstrução
2222884-59,178863,PROS,Não
2222884-59,204442,PSL,Não
2222884-59,204484,PSL,Não
2222884-59,204496,PSDB,Não
2222884-59,204374,PSL,Não
2222884-59,160655,PP,Não
2222884-59,204366,PSB,Não
2222884-59,73460,PDT,Não
2222884-59,141401,MDB,Não
2222884-59,204382,PSL,Não
2222884-59,204394,PSB,Não
2222884-59,204409,PSDB,Não
2222884-59,204471,PSDB,Não
2222884-59,73482,PT,Obstrução
2222884-59,74299,PDT,Não
2222884-59,178839,MDB,Não
2222884-59,178981,MDB,Não
2222884-59,204516,NOVO,Não
2222884-59,74161,PT,Obstrução
2222884-59,141459,PL,Não
2222884-59,204369,PSL,Não
2222884-59,204512,PSL,Não
2222884-59,204522,PSD,Não
2222884-59,204399,PP,Não
2222884-59,204400,PSL,Não
2222884-59,68720,PDT,Não
2222884-59,73696,PP,Não
2222884-59,74052,PL,Não
2222884-59,74060,PCdoB,Obstrução
2222884-59,141553,PSDB,Não
2222884-59,141450,PSD,Não
2222884-59,160665,SOLIDARIEDADE,Não
2222884-59,209189,PT,Obstrução
2222884-59,115746,PL,Não
2222884-59,160558,PL,Não
2222884-59,160592,PT,Obstrução
2222884-59,178871,PP,Não
2222884-59,178912,PSDB,Não
2222884-59,159237,PT,Obstrução
2222884-59,160534,PL,Não
2222884-59,178954,MDB,Não
2222884-59,204373,REPUBLICANOS,Não
2222884-59,204560,PSDB,Não
2222884-59,73943,PCdoB,Obstrução
2222884-59,133439,PDT,Não
2222884-59,143632,PSD,Não
2222884-59,160535,PT,Obstrução
2222884-59,178909,DEM,Não
2222884-59,204358,PSDB,Não
2222884-59,204549,PP,Não
2222884-59,160556,PT,Obstrução
2222884-59,204513,PSL,Não
2222884-59,204514,PSL,Não
2222884-59,151208,PP,Não
2222884-59,178928,PL,Não
2222884-59,178961,PSDB,Não
2222884-59,193726,PSC,Não
2222884-59,204479,PSL,Não
2222884-59,160559,MDB,Não
2222884-59,160976,PL,Não
2222884-59,178858,PP,Não
2222884-59,178962,REPUBLICANOS,Não
2222884-59,178983,PL,Não
2222884-59,206231,PSB,Não
2222884-59,121948,PP,Não
2222884-59,204427,PL,Não
2222884-59,204468,REDE,Sim
2222884-59,160601,PODE,Não
2222884-59,178990,PSDB,Não
2222884-59,178952,MDB,Não
2222884-59,178953,PSD,Não
2222884-59,204381,DEM,Não
2222884-59,204398,PSL,Não
2222884-59,74262,PSDB,Não
2222884-59,92699,PP,Não
2222884-59,178929,PODE,Não
2222884-59,204432,SOLIDARIEDADE,Não
2222884-59,204510,PP,Não
2222884-59,74459,PP,Não
2222884-59,74537,PP,Não
2222884-59,178927,PSB,Não
2222884-59,74693,DEM,Artigo 17
2222884-57,160592,PT,Sim
2222884-57,204467,PT,Sim
2222884-57,204556,PL,Não
2222884-57,204456,MDB,Não
2222884-57,178832,PV,Não
2222884-57,160600,DEM,Não
2222884-57,204419,PSC,Não
2222884-57,178996,MDB,Não
2222884-57,204533,PDT,Não
2222884-57,81297,PSL,Não
2222884-57,74158,PDT,Não
2222884-57,204362,PSD,Não
2222884-57,204393,PT,Sim
2222884-57,160518,PROS,Não
2222884-57,178879,SOLIDARIEDADE,Não
2222884-57,196358,PSL,Não
2222884-57,204388,PSL,Não
2222884-57,74319,PTB,Não
2222884-57,204453,PT,Sim
2222884-57,204523,NOVO,Não
2222884-57,177282,PDT,Não
2222884-57,73486,PDT,Não
2222884-57,160538,PT,Sim
2222884-57,178896,MDB,Não
2222884-57,204452,PSL,Não
2222884-57,74537,PP,Não
2222884-57,204413,PATRIOTA,Não
2222884-57,204567,PL,Não
2222884-57,204449,PSL,Não
2222884-57,205863,PSL,Não
2222884-57,160651,MDB,Não
2222884-57,74655,PSDB,Não
2222884-57,178990,PSDB,Não
2222884-57,204496,PSDB,Não
2222884-57,164359,PSL,Sim
2222884-57,122158,DEM,Não
2222884-57,92699,PP,Não
2222884-57,204412,DEM,Não
2222884-57,178977,PSDB,Não
2222884-57,204530,PSB,Não
2222884-57,160640,PROS,Não
2222884-57,166402,PL,Não
2222884-57,178839,MDB,Não
2222884-57,204404,PSDB,Não
2222884-57,141417,PL,Não
2222884-57,161550,PSB,Não
2222884-57,141450,PSD,Não
2222884-57,193726,PSC,Não
2222884-57,178842,PSB,Não
2222884-57,204500,PTB,Não
2222884-57,136811,PP,Não
2222884-57,204367,PSL,Não
2222884-57,146307,PP,Não
2222884-57,204561,PSB,Não
2222884-57,204538,PTB,Não
2222884-57,204460,PSL,Não
2222884-57,204477,PSL,Não
2222884-57,137070,PL,Não
2222884-57,160510,AVANTE,Não
2222884-57,133968,PDT,Não
2222884-57,178984,PSDB,Não
2222884-57,204420,PSL,Não
2222884-57,204504,PSD,Não
2222884-57,204389,PSB,Não
2222884-57,74356,REPUBLICANOS,Não
2222884-57,204374,PSL,Não
2222884-57,204435,PDT,Não
2222884-57,160556,PT,Sim
2222884-57,204459,MDB,Não
2222884-57,204484,PSL,Não
2222884-57,204503,PT,Sim
2222884-57,204486,PDT,Não
2222884-57,204455,PSL,Não
2222884-57,141427,MDB,Não
2222884-57,160589,PSDB,Não
2222884-57,178961,PSDB,Não
2222884-57,160535,PT,Sim
2222884-57,66828,PP,Não
2222884-57,74439,PDT,Não
2222884-57,74200,PROS,Não
2222884-57,160552,PSD,Não
2222884-57,178948,PP,Não
2222884-57,178970,PT,Sim
2222884-57,141516,PSDB,Não
2222884-57,73586,PSB,Não
2222884-57,73801,PCdoB,Obstrução
2222884-57,160558,PL,Não
2222884-57,74784,PSOL,Obstrução
2222884-57,160642,PATRIOTA,Não
2222884-57,204569,PSL,Não
2222884-57,92776,PSD,Não
2222884-57,160569,PT,Sim
2222884-57,195866,PROS,Não
2222884-57,204555,PT,Sim
2222884-57,141488,PT,Sim
2222884-57,204406,PP,Não
2222884-57,73531,PSOL,Obstrução
2222884-57,141428,PSD,Não
2222884-57,141459,PL,Não
2222884-57,160641,PCdoB,Obstrução
2222884-57,107283,PT,Sim
2222884-57,141434,MDB,Não
2222884-57,178952,MDB,Não
2222884-57,212504,AVANTE,Não
2222884-57,74400,PT,Sim
2222884-57,74156,PT,Sim
2222884-57,141470,PT,Sim
2222884-57,73943,PCdoB,Obstrução
2222884-57,204548,PSL,Não
2222884-57,141439,PDT,Não
2222884-57,141398,PT,Sim
2222884-57,204537,PV,Não
2222884-57,204463,PSD,Não
2222884-57,74161,PT,Sim
2222884-57,74749,MDB,Não
2222884-57,141335,PT,Sim
2222884-57,204481,PL,Não
2222884-57,178916,CIDADANIA,Não
2222884-57,204535,PSOL,Obstrução
2222884-57,212625,REPUBLICANOS,Não
2222884-57,204378,PSL,Não
2222884-57,204520,PSL,Não
2222884-57,204488,PV,Não
2222884-57,204497,PSD,Não
2222884-57,204539,MDB,Não
2222884-57,171619,PT,Sim
2222884-57,178909,DEM,Não
2222884-57,204376,PSL,Não
2222884-57,212749,PL,Não
2222884-57,204395,DEM,Não
2222884-57,141523,MDB,Não
2222884-57,116379,PSD,Não
2222884-57,178997,MDB,Não
2222884-57,204353,REPUBLICANOS,Não
2222884-57,204487,PROS,Não
2222884-57,204498,DEM,Não
2222884-57,204545,PSL,Não
2222884-57,204462,PSL,Não
2222884-57,204502,PSL,Não
2222884-57,73482,PT,Sim
2222884-57,74376,PT,Sim
2222884-57,141508,PSB,Não
2222884-57,194260,PTB,Não
2222884-57,204392,PSD,Não
2222884-57,204532,NOVO,Não
2222884-57,178908,PSD,Não
2222884-57,73466,CIDADANIA,Não
2222884-57,178871,PP,Não
2222884-57,178985,PL,Não
2222884-57,150418,REPUBLICANOS,Não
2222884-57,204483,PSB,Não
2222884-57,204499,PSB,Não
2222884-57,73460,PDT,Não
2222884-57,66179,DEM,Não
2222884-57,178889,PT,Sim
