id_votacao,id_parlamentar,partido,voto
2190237-114,141516,PSDB,Sim
2190237-114,204476,AVANTE,Sim
2190237-114,204526,PSL,Sim
2190237-114,204528,NOVO,Sim
2190237-114,74585,PL,Não
2190237-114,141422,DEM,Sim
2190237-114,204351,PSL,Sim
2190237-114,121948,PP,Sim
2190237-114,152605,PSOL,Obstrução
2190237-114,204422,PRB,Sim
2190237-114,204495,PT,Obstrução
2190237-114,204413,PATRI,Sim
2190237-114,74459,PSB,Sim
2190237-114,141518,SOLIDARIEDADE,Sim
2190237-114,204461,NOVO,Sim
2190237-114,160639,DEM,Sim
2190237-114,92776,PSD,Sim
2190237-114,204482,PSC,Sim
2190237-114,204573,PSD,Sim
2190237-114,135054,PL,Sim
2190237-114,204549,PP,Sim
2190237-114,74571,PT,Obstrução
2190237-114,160528,PSB,Obstrução
2190237-114,160588,PSD,Sim
2190237-114,204543,PSB,Não
2190237-114,196358,PSL,Sim
2190237-114,204420,PSL,Sim
2190237-114,74057,PCdoB,Obstrução
2190237-114,204395,DEM,Sim
2190237-114,204471,PSDB,Sim
2190237-114,204496,PSDB,Sim
2190237-114,204408,SOLIDARIEDADE,Sim
2190237-114,204451,PSL,Sim
2190237-114,205863,PSL,Sim
2190237-114,178921,PL,Sim
2190237-114,204376,PSL,Sim
2190237-114,204419,PSC,Sim
2190237-114,74270,PSC,Sim
2190237-114,178997,MDB,Sim
2190237-114,204448,S.PART.,Sim
2190237-114,204494,PATRI,Não
2190237-114,204509,PSOL,Obstrução
2190237-114,204516,NOVO,Sim
2190237-114,204570,PMN,Sim
2190237-114,141523,MDB,Sim
2190237-114,141450,PSD,Não
2190237-114,178879,SOLIDARIEDADE,Sim
2190237-114,160558,PL,Sim
2190237-114,162332,PL,Sim
2190237-114,178871,PP,Sim
2190237-114,197438,AVANTE,Sim
2190237-114,204375,AVANTE,Sim
2190237-114,204415,PSL,Sim
2190237-114,160651,MDB,Sim
2190237-114,198197,AVANTE,Sim
2190237-114,204436,MDB,Sim
2190237-114,204524,PP,Sim
2190237-114,205550,PRB,Sim
2190237-114,178863,PROS,Sim
2190237-114,178975,MDB,Sim
2190237-114,204412,DEM,Sim
2190237-114,204472,PODE,Sim
2190237-114,204523,NOVO,Sim
2190237-114,207176,PSDB,Sim
2190237-114,204403,PDT,Sim
2190237-114,204529,PL,Sim
2190237-114,74356,PRB,Sim
2190237-114,116379,PSD,Não
2190237-114,160556,PT,Obstrução
2190237-114,179587,PSL,Sim
2190237-114,205476,PSD,Não
2190237-114,74212,DEM,Sim
2190237-114,141459,PL,Sim
2190237-114,160559,MDB,Sim
2190237-114,178895,PSD,Não
2190237-114,178981,MDB,Sim
2190237-114,191923,PDT,Sim
2190237-114,66179,DEM,Sim
2190237-114,141427,MDB,Sim
2190237-114,178873,PT,Obstrução
2190237-114,178920,PODE,Sim
2190237-114,204362,PSD,Não
2190237-114,204409,PSDB,Sim
2190237-114,204532,NOVO,Sim
2190237-114,204561,PSB,Obstrução
2190237-114,72442,PSB,Obstrução
2190237-114,74052,PL,Sim
2190237-114,141391,CIDADANIA,Sim
2190237-114,204465,PSD,Abstenção
2190237-114,204474,MDB,Sim
2190237-114,204558,PSB,Obstrução
2190237-114,74079,MDB,Sim
2190237-114,171623,MDB,Sim
2190237-114,178948,PP,Sim
2190237-114,204484,PSL,Sim
2190237-114,204567,PL,Sim
2190237-114,209189,PT,Obstrução
2190237-114,68720,PDT,Obstrução
2190237-114,73460,PDT,Sim
2190237-114,178953,PSD,Não
2190237-114,178994,MDB,Sim
2190237-114,204352,PSB,Obstrução
2190237-114,204432,SOLIDARIEDADE,Sim
2190237-114,160758,PSDB,Sim
2190237-114,160976,PL,Sim
2190237-114,204387,PSD,Sim
2190237-114,204431,MDB,Sim
2190237-114,204517,PL,Sim
2190237-114,204550,PL,Sim
2190237-114,160518,PROS,Não
2190237-114,178835,PDT,Sim
2190237-114,204373,PRB,Sim
2190237-114,204388,PSL,Sim
2190237-114,204414,PRB,Sim
2190237-114,204416,PSL,Sim
2190237-114,204430,PP,Não
2190237-114,204490,PSL,Sim
2190237-114,204545,PSL,Sim
2190237-114,204555,PT,Obstrução
2190237-114,204574,PL,Sim
2190237-114,73466,CIDADANIA,Sim
2190237-114,141408,PRB,Sim
2190237-114,160534,PL,Sim
2190237-114,160587,PSD,Não
2190237-114,178836,DEM,Sim
2190237-114,178985,PL,Sim
2190237-114,204479,PSL,Sim
2190237-114,204487,PROS,Sim
2190237-114,206231,PSB,Obstrução
2190237-114,207309,PSL,Sim
2190237-114,141405,MDB,Sim
2190237-114,143084,SOLIDARIEDADE,Sim
2190237-114,160655,PP,Não
2190237-114,178842,PSB,Obstrução
2190237-114,178908,PSD,Sim
2190237-114,204356,PRB,Sim
2190237-114,204399,PP,Sim
2190237-114,204459,MDB,Sim
2190237-114,204469,PRB,Sim
2190237-114,204518,PATRI,Sim
2190237-114,204552,PMN,Não
2190237-114,112437,MDB,Sim
2190237-114,198783,PTB,Sim
2190237-114,204366,PSB,Sim
2190237-114,204379,PROS,Sim
2190237-114,204407,PSOL,Obstrução
2190237-114,204438,PL,Sim
2190237-114,204491,PRB,Sim
2190237-114,204512,PSL,Sim
2190237-114,204540,PRB,Sim
2190237-114,204544,PSL,Sim
2190237-114,74283,PT,Obstrução
2190237-114,141434,MDB,Sim
2190237-114,178839,MDB,Sim
2190237-114,178861,PP,Sim
2190237-114,178889,PT,Obstrução
2190237-114,178910,PSD,Não
2190237-114,204452,PSL,Sim
2190237-114,204510,PP,Sim
2190237-114,204565,PSL,Sim
2190237-114,204566,PATRI,Sim
2190237-114,73696,PP,Não
2190237-114,141464,PT,Obstrução
2190237-114,160598,PDT,Obstrução
2190237-114,160673,PL,Sim
2190237-114,178969,PSD,Não
2190237-114,178983,PL,Sim
2190237-114,178993,DEM,Sim
2190237-114,204363,PSC,Sim
2190237-114,204370,PT,Obstrução
2190237-114,204563,PL,Sim
2190237-114,74090,PP,Sim
2190237-114,81297,PSL,Sim
2190237-114,178927,PSB,Obstrução
2190237-114,194260,PTB,Sim
2190237-114,204492,PT,Obstrução
2190237-114,204521,PSL,Sim
2190237-114,204525,PSB,Obstrução
2190237-114,141431,DEM,Sim
2190237-114,160601,PODE,Sim
2190237-114,178858,PP,Sim
2190237-114,178928,PL,Sim
2190237-114,204475,SOLIDARIEDADE,Sim
2190237-114,204541,PDT,Obstrução
2190237-114,204548,PSL,Sim
2190237-114,141335,PT,Obstrução
2190237-114,160532,DEM,Sim
2190237-114,178829,PL,Sim
2190237-114,204435,PDT,Sim
2190237-114,204489,PDT,Obstrução
2190237-114,146788,PP,Sim
2190237-114,179001,MDB,Sim
2190237-114,204439,SOLIDARIEDADE,Sim
2190237-114,204531,PP,Sim
2190237-114,204542,PSB,Obstrução
2190237-114,178930,PSD,Sim
2190237-114,74693,DEM,Artigo 17
2190237-111,178933,MDB,Sim
2190237-111,204407,PSOL,Obstrução
2190237-111,178876,PSDB,Sim
2190237-111,204495,PT,Obstrução
2190237-111,204514,PSL,Sim
2190237-111,204397,PROS,Não
2190237-111,73531,PSOL,Obstrução
2190237-111,204446,PSL,Sim
2190237-111,178921,PL,Sim
2190237-111,191923,PDT,Obstrução
2190237-111,204508,PODE,Sim
2190237-111,160588,PSD,Sim
2190237-111,204380,PP,Sim
2190237-111,204372,PRB,Sim
2190237-111,204522,PSD,Sim
2190237-111,204404,PSDB,Sim
2190237-111,134812,PSOL,Obstrução
2190237-111,160553,PSD,Sim
2190237-111,204477,PSL,Sim
2190237-111,141518,SOLIDARIEDADE,Sim
2190237-111,160635,PSDB,Sim
2190237-111,74283,PT,Obstrução
2190237-111,74161,PT,Obstrução
2190237-111,204383,PV,Não
2190237-111,204455,PSL,Sim
2190237-111,160653,PODE,Não
2190237-111,74848,PCdoB,Obstrução
2190237-111,204354,PL,Sim
2190237-111,74352,PSDB,Sim
2190237-111,204359,PODE,Sim
2190237-111,204415,PSL,Sim
2190237-111,141553,PSDB,Não
2190237-111,204456,MDB,Sim
2190237-111,171623,MDB,Sim
2190237-111,74057,PCdoB,Obstrução
2190237-111,160619,PSD,Sim
2190237-111,204442,PSL,Sim
2190237-111,204536,DEM,Sim
2190237-111,92699,PP,Sim
2190237-111,178953,PSD,Sim
2190237-111,204569,PSL,Sim
2190237-111,204429,PSB,Não
2190237-111,69871,PODE,Não
2190237-111,204426,PT,Obstrução
2190237-111,178860,DEM,Sim
2190237-111,141513,DEM,Sim
2190237-111,204498,DEM,Sim
2190237-111,204365,NOVO,Sim
2190237-111,160645,PSDB,Sim
2190237-111,204421,PSDB,Sim
2190237-111,204448,S.PART.,Sim
2190237-111,204485,PL,Sim
2190237-111,204494,PATRI,Não
2190237-111,204532,NOVO,Sim
2190237-111,204543,PSB,Não
2190237-111,160545,DEM,Sim
2190237-111,178952,MDB,Sim
2190237-111,156190,NOVO,Sim
2190237-111,136811,PP,Sim
2190237-111,178909,DEM,Sim
2190237-111,204487,PROS,Sim
2190237-111,204499,PSB,Não
2190237-111,141450,PSD,Sim
2190237-111,204400,PSL,Sim
2190237-111,204488,PV,Não
2190237-111,204538,PTB,Sim
2190237-111,178895,PSD,Não
2190237-111,204457,DEM,Sim
2190237-111,204554,PL,Sim
2190237-111,171619,PT,Obstrução
2190237-111,204491,PRB,Sim
2190237-111,204502,PSL,Sim
2190237-111,204483,PSB,Não
2190237-111,204385,PSC,Abstenção
2190237-111,204497,PSD,Sim
2190237-111,73772,MDB,Sim
2190237-111,74749,MDB,Sim
2190237-111,204423,PSC,Sim
2190237-111,178934,PROS,Sim
2190237-111,204463,PSD,Sim
2190237-111,204466,PSDB,Sim
2190237-111,204482,PSC,Sim
2190237-111,90842,PTB,Sim
2190237-111,74317,PSD,Sim
2190237-111,178842,PSB,Não
2190237-111,73586,PSB,Não
2190237-111,133810,PTB,Sim
2190237-111,204409,PSDB,Sim
2190237-111,141422,DEM,Sim
2190237-111,204458,PSL,Sim
2190237-111,197438,AVANTE,Sim
2190237-111,204552,PMN,Não
2190237-111,90201,PTB,Sim
2190237-111,115746,PL,Sim
2190237-111,171617,PT,Obstrução
2190237-111,178996,MDB,Sim
2190237-111,204436,MDB,Sim
2190237-111,204376,PSL,Sim
2190237-111,204513,PSL,Sim
2190237-111,164360,CIDADANIA,Sim
2190237-111,204363,PSC,Sim
2190237-111,178836,DEM,Sim
2190237-111,204507,PSL,Sim
2190237-111,204412,DEM,Sim
2190237-111,204540,PRB,Sim
2190237-111,74270,PSC,Sim
2190237-111,204472,PODE,Sim
2190237-111,178969,PSD,Sim
2190237-111,204360,PDT,Obstrução
2190237-111,204528,NOVO,Sim
2190237-111,178889,PT,Obstrução
2190237-111,139285,PSB,Não
2190237-111,160600,DEM,Sim
2190237-111,122974,PTB,Sim
2190237-111,204370,PT,Obstrução
2190237-111,204563,PL,Sim
2190237-111,160559,MDB,Sim
2190237-111,73466,CIDADANIA,Sim
2190237-111,204527,DEM,Sim
2190237-111,204454,PSL,Sim
2190237-111,72442,PSB,Não
2190237-111,135054,PL,Sim
2190237-111,204403,PDT,Sim
2190237-111,204434,SOLIDARIEDADE,Sim
2190237-111,204435,PDT,Sim
2190237-111,178986,PT,Obstrução
2190237-111,204364,SOLIDARIEDADE,Sim
2190237-111,204422,PRB,Sim
2190237-111,74305,PSDB,Sim
2190237-111,160758,PSDB,Sim
2190237-111,178908,PSD,Sim
2190237-111,204469,PRB,Sim
2190237-111,204374,PSL,Sim
2190237-111,204413,PATRI,Sim
2190237-111,204553,AVANTE,Abstenção
2190237-111,73943,PCdoB,Obstrução
2190237-111,198783,PTB,Sim
2190237-111,204416,PSL,Sim
2190237-111,74439,PDT,Obstrução
2190237-111,141508,PSB,Não
2190237-111,204438,PL,Sim
2190237-111,73801,PCdoB,Obstrução
2190237-111,74356,PRB,Sim
2190237-111,92776,PSD,Sim
2190237-111,204395,DEM,Sim
2190237-111,108338,PP,Sim
2190237-111,116379,PSD,Sim
2190237-111,141523,MDB,Sim
2190237-111,198197,AVANTE,Sim
2190237-111,204529,PL,Sim
2190237-111,204537,PV,Não
2190237-111,98057,PRB,Sim
2190237-111,188097,PT,Obstrução
2190237-111,204373,PRB,Sim
2190237-111,74052,PL,Sim
2190237-111,162332,PL,Sim
2190237-111,178879,SOLIDARIEDADE,Sim
2190237-111,204419,PSC,Sim
2190237-111,204479,PSL,Sim
2190237-111,207309,PSL,Sim
2190237-111,74044,PTB,Sim
2190237-111,204516,NOVO,Sim
2190237-111,154178,PRB,Sim
2190237-111,204378,PSL,Sim
