orientacao_ma,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,autor,tema,uri_tramitacao,id_proposicao,id_votacao,casa,id_parlamentar,voto,id_entidade_parlametria,nome,sexo,partido,uf,governismo,peso_politico
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,1249,Sim,21249,Kátia Abreu,F,PP,TO,-2.2218169375158148,0.027892
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5533,Sim,25533,Lasier Martins,M,PODEMOS,RS,-1.7671600887602974,0
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5979,Sim,25979,Leila Barros,F,PSB,DF,-5.673434453344452,0.0526958
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5926,Sim,25926,Lucas Barreto,M,PSD,AP,-1.5522081363167786,0.06973
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,1186,Sim,21186,Luis Carlos Heinze,M,PP,RS,7.952631992623786,0.0952405
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5585,Sim,25585,Luiz do Carmo,M,MDB,GO,4.453900240776004,0.013946
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5557,Sim,25557,Mailza Gomes,F,PP,AC,1.8871678208083011,0.111568
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5666,Sim,25666,Major Olimpio,M,PSL,SP,1.2652397919175087,0.290197
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5376,LS,25376,Mara Gabrilli,F,PSDB,SP,-2.219548930868225,0.0773714
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,742,Sim,2742,Marcelo Castro,M,MDB,PI,1.8458825170972677,0.0994346
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,285,Sim,2285,Marcio Bittar,M,MDB,AC,7.74894370901335,0.0909388
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5942,Sim,25942,Marcos do Val,M,PODEMOS,ES,0.48172775558539094,0
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5422,Sim,25422,Marcos Rogério,M,DEM,RO,2.249941218981512,0.290745
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,1023,Sim,21023,Maria do Carmo Alves,F,DEM,SE,2.571176610090804,0.027892
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,6027,Sim,26027,Mecias de Jesus,M,REPUBLICANOS,RR,-0.251642281927257,0.516002
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5985,Sim,25985,Nelsinho Trad,M,PSD,MS,-0.35427992497216465,0.292866
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5525,Sim,25525,Omar Aziz,M,PSD,AM,-0.6672919026601036,0.251028
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5924,Sim,25924,Oriovisto Guimarães,M,PODEMOS,PR,0.7773007079619845,0
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5523,Sim,25523,Otto Alencar,M,PSD,BA,-4.574315069148998,0.223136
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,825,Sim,2825,Paulo Paim,M,PT,RS,-8.771983771486855,0.287929
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,374,Sim,2374,Paulo Rocha,M,PT,PA,-9.877485918562256,0.292866
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5502,Sim,25502,Plínio Valério,M,PSDB,AM,-0.3481996775187888,0.0835976
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5012,Sim,25012,Randolfe Rodrigues,M,REDE,AP,-9.49913857636502,0.580787
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5236,Sim,25236,Reguffe,M,PODEMOS,DF,-5.230989093333466,0.027892
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,70,Sim,270,Renan Calheiros,M,MDB,AL,-5.924730809470718,0.0471283
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,677,Sim,2677,Roberto Rocha,M,PSDB,MA,2.9671775893541135,0.292866
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5905,Sim,25905,Rodrigo Cunha,M,PSDB,AL,-1.474663086493571,0.478326
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5732,Sim,25732,Rodrigo Pacheco,M,DEM,MG,2.0622282939254095,0.94008
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5352,Sim,25352,Rogério Carvalho,M,PT,SE,-9.96288104764234,0.348683
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5322,Sim,25322,Romário,M,PODEMOS,RJ,0.8831273841144345,0.346658
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,2331,Sim,22331,Rose de Freitas,F,MDB,ES,-2.362481656377085,0.27892
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,4560,Sim,24560,Sérgio Petecão,M,PSD,AC,2.2567987001849783,0.0798988
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5527,Sim,25527,Simone Tebet,F,MDB,MS,1.3062755676367246,0.264974
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5988,Sim,25988,Soraya Thronicke,F,PSL,MS,5.935884004640524,0.223136
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5959,Sim,25959,Styvenson Valentim,M,PODEMOS,RN,-2.1465833828503786,0
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,3396,Sim,23396,Tasso Jereissati,M,PSDB,CE,3.831773533368972,0.041838
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5535,Sim,25535,Telmário Mota,M,PROS,RR,5.796449784529576,0.264974
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5899,Sim,25899,Vanderlan Cardoso,M,PSD,GO,2.607057077477492,0.27892
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5748,Sim,25748,Veneziano Vital do Rêgo,M,MDB,PB,-5.835994810885654,0.37455
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,1173,Sim,21173,Wellington Fagundes,M,PL,MT,-0.1420820224852175,0.292866
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5411,Presidente (art. 51 RISF),25411,Weverton,M,PDT,MA,-6.1190715318106115,0.580435
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,5783,Sim,25783,Zenaide Maia,F,PROS,RN,-8.30485078789202,0.013946
SIM,PL 1543/2020,Autoriza a prorrogação de dívidas rurais em decorrência da pandemia do coronavírus (Covid-19).,"Votação do Projeto de Lei nº 1.543, de 2020 e Emendas, nos termos do parecer.",https://www25.senado.leg.br:443/web/atividade/materias/-/materia/141437/votacoes#votacao_6121,2020-05-26T00:00:00Z,Mecias de Jesus REPUBLICANOS / RR,"Agricultura, pecuária e abastecimento",https://www25.senado.leg.br/web/atividade/materias/-/materia/141437,141437,6121,senado,3806,Sim,23806,Zequinha Marinho,M,PSC,PA,2.817743168877625,0.294234
