nome,id_entidade,partido,uf,casa,sigla_tipo,proposicao,efeito,autores,governismo,governismo_ma,assinadas,autorias_ponderadas,coautores
Mário Negromonte Jr.,178858,PP,BA,camara,PL,PL 4221/2019,Convergente,1,3.3144161867447792,4.222697236839725,1,1,0
João Daniel,178970,PT,SE,camara,PL,PL 4228/2019,Convergente,1,-4.936720480677984,-8.023851506430141,1,1,0
David Soares,204511,DEM,SP,camara,PL,PL 4267/2019,Convergente,1,3.4590640949478484,0.7029735036477813,1,1,0
Lincoln Portela,74585,PL,MG,camara,PL,PL 4293/2019,Convergente,1,3.420755536213246,-1.0504054532818277,1,1,0
Felipe Carreras,72442,PSB,PE,camara,PL,PL 4302/2019,Convergente,1,0.41913004601843795,-1.6363380967726542,1,1,0
Cássio Andrade,204499,PSB,PA,camara,PL,PL 4359/2019,Convergente,1,-0.3513045064537632,-1.6652600251838532,1,1,0
Edna Henrique,204421,PSDB,PB,camara,PL,PL 4369/2019,Convergente,1,2.2647280778297514,0.3234725978341437,1,1,0
Pedro Augusto Bezerra,90201,PTB,CE,camara,PL,PL 4375/2019,Convergente,1,2.632640297381597,1.5529498147383478,1,1,0
Capitão Alberto Neto,204572,REPUBLICANOS,AM,camara,PL,PL 4387/2019,Convergente,1,5.095642755325818,3.586598034731697,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 4430/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Felipe Carreras,72442,PSB,PE,camara,PL,PL 4443/2019,Convergente,1,0.41913004601843795,-1.6363380967726542,1,1,0
Marreca Filho,204566,PATRIOTA,MA,camara,PL,PL 4453/2019,Convergente,1,3.736399708191179,1.0394048195821277,1,1,0
Lincoln Portela,74585,PL,MG,camara,PL,PL 4461/2019,Convergente,1,3.420755536213246,-1.0504054532818277,1,1,0
Lincoln Portela,74585,PL,MG,camara,PL,PL 4462/2019,Convergente,1,3.420755536213246,-1.0504054532818277,1,1,0
Lincoln Portela,74585,PL,MG,camara,PL,PL 4463/2019,Convergente,1,3.420755536213246,-1.0504054532818277,1,1,0
Hercílio Coelho Diniz,204539,MDB,MG,camara,PL,PL 4543/2019,Convergente,1,3.778976984215136,3.879461956912575,1,1,0
Célio Studart,204488,PV,CE,camara,PDL,PDL 516/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Pedro Augusto Bezerra,90201,PTB,CE,camara,PL,PL 4623/2019,Convergente,1,2.632640297381597,1.5529498147383478,1,1,0
Expedito Netto,178953,PSD,RO,camara,PL,PL 4650/2019,Convergente,1,2.0027062491866694,0.3897600816548952,1,1,0
Uldurico Junior,178863,PROS,BA,camara,PL,PL 4686/2019,Convergente,1,2.577254353539896,1.344444165245518,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 4689/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 4690/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Luiz Antônio Corrêa,204448,PL,RJ,camara,PL,PL 4708/2019,Convergente,1,4.424025250650418,1.0869006640865777,1,1,0
Christino Aureo,204440,PP,RJ,camara,PL,PL 4778/2019,Convergente,1,4.014547421675555,7.0589803999201735,1,1,0
Nereu Crispim,204415,PSL,RS,camara,PL,PL 4782/2019,Convergente,1,4.897865099226541,5.686550135766916,1,1,0
Jesus Sérgio,204435,PDT,AC,camara,PL,PL 4784/2019,Convergente,1,-0.24727036869226637,-0.911149520624333,1,1,0
José Guimarães,141470,PT,CE,camara,PDL,PDL 596/2019,Convergente,1,-4.760657341689731,-8.341688387620389,1,1,0
Leur Lomanto Júnior,92102,DEM,BA,camara,PL,PL 4838/2019,Convergente,1,4.7547814002885165,0.48728249546736535,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 4861/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Raul Henry,141523,MDB,PE,camara,PL,PL 4907/2019,Convergente,1,3.461549106802204,-0.27708448608441394,1,1,0
Vavá Martins,204505,REPUBLICANOS,PA,camara,PL,PL 4942/2019,Convergente,1,3.6390337675102824,-1.44850159386292,1,1,0
Célio Studart,204488,PV,CE,camara,PL,PL 4951/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Padre João,160556,PT,MG,camara,PDL,PDL 616/2019,Convergente,1,-7.53477432424644,-7.980371683740026,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 5116/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 5117/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Célio Studart,204488,PV,CE,camara,PL,PL 5125/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Marreca Filho,204566,PATRIOTA,MA,camara,PL,PL 5170/2019,Convergente,1,3.736399708191179,1.0394048195821277,1,1,0
Pedro Lucas Fernandes,122974,PTB,MA,camara,PL,PL 5204/2019,Convergente,1,4.48080929958051,8.498158065632992,1,1,0
Ivan Valente,73531,PSOL,SP,camara,PDL,PDL 641/2019,Convergente,1,-8.820488412484591,-8.270553172006322,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 5237/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Paulo Ramos,133968,PDT,RJ,camara,PL,PL 5280/2019,Convergente,1,-1.735511275372584,-3.6104814386665005,1,1,0
Bira Do Pindaré,204561,PSB,MA,camara,PL,PL 5284/2019,Convergente,1,-3.238488640226164,-3.98634502900903,1,1,0
Zé Vitor,204517,PL,MG,camara,PL,PL 5291/2019,Convergente,1,4.165845737599126,4.93235710174773,1,1,0
Domingos Sávio,160758,PSDB,MG,camara,PL,PL 5306/2019,Convergente,1,3.5402399283216006,5.49293746947529,1,1,0
Alê Silva,204545,PSL,MG,camara,PL,PL 5391/2019,Neutro,1,6.706612166731137,6.822273858418011,1,1,0
Marreca Filho,204566,PATRIOTA,MA,camara,PL,PL 5399/2019,Convergente,1,3.736399708191179,1.0394048195821277,1,1,0
Fred Costa,204494,PATRIOTA,MG,camara,PL,PL 5401/2019,Neutro,1,3.407626781209366,-1.6084282254769455,1,1,0
Vavá Martins,204505,REPUBLICANOS,PA,camara,PL,PL 5406/2019,Convergente,1,3.6390337675102824,-1.44850159386292,1,1,0
Luiz Flávio Gomes,204543,PSB,SP,camara,PL,PL 5442/2019,Convergente,2,-1.0202773031013663,-3.8832016532940594,1,0.5,1
Rodrigo Agostinho,204530,PSB,SP,camara,PL,PL 5442/2019,Convergente,2,-1.104189577398282,-3.72831522733207,1,0.5,1
Eduardo Costa,204500,PTB,PA,camara,PL,PL 5465/2019,Convergente,1,3.7119117197011757,-0.906787105881735,1,1,0
Joenia Wapichana,204468,REDE,RR,camara,PL,PL 5467/2019,Convergente,1,-2.125582761138035,-4.121369358730881,1,1,0
Severino Pessoa,204437,REPUBLICANOS,AL,camara,PL,PL 5471/2019,Convergente,1,3.9457710397821657,1.3468230935411025,1,1,0
Severino Pessoa,204437,REPUBLICANOS,AL,camara,PL,PL 5472/2019,Convergente,1,3.9457710397821657,1.3468230935411025,1,1,0
Emanuel Pinheiro Neto,198783,PTB,MT,camara,PL,PL 5577/2019,Convergente,1,2.752520624572126,-0.11036734071466903,1,1,0
Zé Silva,160632,SOLIDARIEDADE,MG,camara,PL,PL 5583/2019,Neutro,1,3.5869005193279264,4.118648116868409,1,1,0
Capitão Alberto Neto,204572,REPUBLICANOS,AM,camara,PL,PL 5589/2019,Convergente,1,5.095642755325818,3.586598034731697,1,1,0
Camilo Capiberibe,204352,PSB,AP,camara,PL,PL 5607/2019,Convergente,1,-2.8197716873620955,-5.1359541122235886,1,1,0
Luizianne Lins,178866,PT,CE,camara,PL,PL 5620/2019,Convergente,1,-6.240018523591004,-3.619189708556653,1,1,0
Alice Portugal,74057,PCdoB,BA,camara,PL,PL 5626/2019,Convergente,8,-3.078276527877051,-6.615450277973972,1,0.125,7
Daniel Almeida,74060,PCdoB,BA,camara,PL,PL 5626/2019,Convergente,8,-3.0095933776356443,-7.648331925830365,1,0.125,7
Jandira Feghali,74848,PCdoB,RJ,camara,PL,PL 5626/2019,Convergente,8,-2.682902491535031,-6.518030059922246,1,0.125,7
Márcio Jerry,81055,PCdoB,MA,camara,PL,PL 5626/2019,Convergente,8,-2.8826402903262256,-8.391778415879438,1,0.125,7
Orlando Silva,178987,PCdoB,SP,camara,PL,PL 5626/2019,Convergente,8,-2.3180500565766007,-3.707173248320509,1,0.125,7
Perpétua Almeida,73943,PCdoB,AC,camara,PL,PL 5626/2019,Convergente,8,-2.3722298478608366,-7.62686680027759,1,0.125,7
Professora Marcivania,160641,PCdoB,AP,camara,PL,PL 5626/2019,Convergente,8,-2.9179978222681147,-9.573364698880246,1,0.125,7
Renildo Calheiros,73801,PCdoB,PE,camara,PL,PL 5626/2019,Convergente,8,-2.9380209505543124,-8.866404993077246,1,0.125,7
Otto Alencar Filho,204573,PSD,BA,camara,PL,PL 5634/2019,Convergente,1,2.051169939026087,3.432274808286781,1,1,0
Afonso Florence,160508,PT,BA,camara,PL,PL 5689/2019,Convergente,3,-6.854015545309499,-6.4148096682061055,1,0.3333333333333333,2
Gleisi Hoffmann,107283,PT,PR,camara,PL,PL 5689/2019,Convergente,3,-5.604659487888503,-9.453496286365368,1,0.3333333333333333,2
Paulo Pimenta,74400,PT,RS,camara,PL,PL 5689/2019,Convergente,3,-6.208934307030493,-8.364520087920878,1,0.3333333333333333,2
José Guimarães,141470,PT,CE,camara,PL,PL 5692/2019,Convergente,1,-4.760657341689731,-8.341688387620389,1,1,0
Cleber Verde,141408,REPUBLICANOS,MA,camara,PL,PL 5697/2019,Neutro,1,4.872176009627863,4.666991875448325,1,1,0
Nilto Tatto,178986,PT,SP,camara,PL,PL 5702/2019,Convergente,1,-7.5324437132273125,-7.261268628116211,1,1,0
Cássio Andrade,204499,PSB,PA,camara,PL,PL 5710/2019,Convergente,1,-0.3513045064537632,-1.6652600251838532,1,1,0
Felipe Carreras,72442,PSB,PE,camara,PL,PL 5722/2019,Convergente,1,0.41913004601843795,-1.6363380967726542,1,1,0
João Daniel,178970,PT,SE,camara,PL,PL 5727/2019,Convergente,1,-4.936720480677984,-8.023851506430141,1,1,0
Afonso Motta,178835,PDT,RS,camara,PL,PL 5765/2019,Convergente,1,-0.7098676929229129,-0.5402101621874866,1,1,0
Felipe Carreras,72442,PSB,PE,camara,PL,PL 5850/2019,Convergente,1,0.41913004601843795,-1.6363380967726542,1,1,0
Célio Moura,204370,PT,TO,camara,PDL,PDL 684/2019,Convergente,6,-4.482645441188434,-6.747522743646701,1,0.16666666666666666,5
Nilto Tatto,178986,PT,SP,camara,PDL,PDL 684/2019,Convergente,6,-7.5324437132273125,-7.261268628116211,1,0.16666666666666666,5
Paulo Teixeira,141488,PT,SP,camara,PDL,PDL 684/2019,Convergente,6,-5.951972849716273,-7.527200882229313,1,0.16666666666666666,5
Professor Israel Batista,204383,PV,DF,camara,PDL,PDL 684/2019,Convergente,6,-1.032536534846919,-2.5159073048429414,1,0.16666666666666666,5
Rogério Correia,204480,PT,MG,camara,PDL,PDL 684/2019,Convergente,6,-8.137664598537768,-7.783066752626986,1,0.16666666666666666,5
Túlio Gadêlha,157130,PDT,PE,camara,PDL,PDL 684/2019,Convergente,6,-2.7077926454125345,-3.9013573182405725,1,0.16666666666666666,5
Eduardo Bolsonaro,92346,PSL,SP,camara,PL,PL 5920/2019,Convergente,1,8.349037446720608,1.9843735404445955,1,1,0
Raimundo Costa,204567,PL,BA,camara,PL,PL 5924/2019,Convergente,1,5.071814508612096,5.576894529384544,1,1,0
Pedro Augusto Bezerra,90201,PTB,CE,camara,PL,PL 5942/2019,Convergente,1,2.632640297381597,1.5529498147383478,1,1,0
Tadeu Alencar,178922,PSB,PE,camara,PL,PL 5966/2019,Convergente,1,-2.1144545226617497,-7.62290198254899,1,1,0
Aroldo Martins,204414,REPUBLICANOS,PR,camara,PL,PL 5967/2019,Convergente,1,4.506865648155854,5.207271207268082,1,1,0
Célio Studart,204488,PV,CE,camara,PDL,PDL 695/2019,Convergente,2,-1.1376416668423701,-3.7025323831707446,1,0.5,1
Professor Israel Batista,204383,PV,DF,camara,PDL,PDL 695/2019,Convergente,2,-1.032536534846919,-2.5159073048429414,1,0.5,1
Styvenson Valentim,5959,PODEMOS,RN,senado,PL,PL 553/2019,Convergente,1,0.7975432300078609,-1.280158054399248,1,1,0
Carlos Viana,5990,PSD,MG,senado,PL,PL 1396/2019,Convergente,1,5.978830403718476,8.631001864309663,1,1,0
Camilo Capiberibe,204352,PSB,AP,camara,PL,PL 6079/2019,Convergente,1,-2.8197716873620955,-5.1359541122235886,1,1,0
Alessandro Molon,160511,PSB,RJ,camara,PDL,PDL 707/2019,Convergente,1,-3.0153705474707024,-7.358340047947766,1,1,0
Flávio Nogueira,191923,PDT,PI,camara,PL,PL 6120/2019,Convergente,1,2.114890682665898,-0.8172982776952153,1,1,0
Mário Heringer,74158,PDT,MG,camara,PL,PL 6150/2019,Convergente,1,-1.2562837176466797,-0.7987505128061354,1,1,0
Nilto Tatto,178986,PT,SP,camara,PL,PL 6246/2019,Convergente,1,-7.5324437132273125,-7.261268628116211,1,1,0
Felipe Carreras,72442,PSB,PE,camara,PL,PL 6263/2019,Convergente,1,0.41913004601843795,-1.6363380967726542,1,1,0
Airton Faleiro,204495,PT,PA,camara,PDL,PDL 719/2019,Convergente,1,-5.36004615143955,-7.798706970793458,1,1,0
José Guimarães,141470,PT,CE,camara,PDL,PDL 721/2019,Convergente,1,-4.760657341689731,-8.341688387620389,1,1,0
Eduardo Costa,204500,PTB,PA,camara,PL,PL 6271/2019,Convergente,1,3.7119117197011757,-0.906787105881735,1,1,0
Coronel Tadeu,204514,PSL,SP,camara,PL,PL 6289/2019,Convergente,1,5.749481755625251,7.595584001854679,1,1,0
Áurea Carolina,204509,PSOL,MG,camara,PDL,PDL 744/2019,Convergente,10,-8.644086273652816,-4.15887260849675,1,0.1,9
David Miranda,205548,PSOL,RJ,camara,PDL,PDL 744/2019,Convergente,10,-6.671582489892106,-8.973861970924675,1,0.1,9
Edmilson Rodrigues,134812,PSOL,PA,camara,PDL,PDL 744/2019,Convergente,10,-7.055106803499095,-7.248743557970302,1,0.1,9
Fernanda Melchionna,204407,PSOL,RS,camara,PDL,PDL 744/2019,Convergente,10,-8.009863849173902,-8.433402615407408,1,0.1,9
Glauber Braga,152605,PSOL,RJ,camara,PDL,PDL 744/2019,Convergente,10,-10,-10,1,0.1,9
Ivan Valente,73531,PSOL,SP,camara,PDL,PDL 744/2019,Convergente,10,-8.820488412484591,-8.270553172006322,1,0.1,9
Luiza Erundina,74784,PSOL,SP,camara,PDL,PDL 744/2019,Convergente,10,-3.2635158741971884,-2.7528722202195457,1,0.1,9
Marcelo Freixo,76874,PSOL,RJ,camara,PDL,PDL 744/2019,Convergente,10,-7.4703206486977844,-8.1775660413623,1,0.1,9
Sâmia Bomfim,204535,PSOL,SP,camara,PDL,PDL 744/2019,Convergente,10,-6.3212895857399,-2.916567104770067,1,0.1,9
Talíria Petrone,204464,PSOL,RJ,camara,PDL,PDL 744/2019,Convergente,10,-7.16548349840843,-6.465732194370224,1,0.1,9
Pastor Gil,204570,PL,MA,camara,PL,PL 6424/2019,Convergente,1,5.045944301651616,5.297122901650567,1,1,0
Edna Henrique,204421,PSDB,PB,camara,PL,PL 6447/2019,Convergente,1,2.2647280778297514,0.3234725978341437,1,1,0
Bira Do Pindaré,204561,PSB,MA,camara,PDL,PDL 760/2019,Convergente,1,-3.238488640226164,-3.98634502900903,1,1,0
João Daniel,178970,PT,SE,camara,PL,PL 6475/2019,Convergente,1,-4.936720480677984,-8.023851506430141,1,1,0
Pedro Uczai,160604,PT,SC,camara,PL,PL 6529/2019,Convergente,1,-6.429172366444439,-7.911813714678381,1,1,0
Shéridan,178961,PSDB,RR,camara,PL,PL 6600/2019,Convergente,1,2.611929237448134,0.31513104692828797,1,1,0
Marreca Filho,204566,PATRIOTA,MA,camara,PL,PL 188/2020,Convergente,1,3.736399708191179,1.0394048195821277,1,1,0
Léo Moraes,204359,PODE,RO,camara,PL,PL 290/2020,Convergente,1,2.7881828701784848,-0.6256858059033945,1,1,0
Hildo Rocha,178884,MDB,MA,camara,PL,PL 424/2020,Convergente,1,3.6176235020976026,4.962691440742653,1,1,0
Adriana Ventura,204528,NOVO,SP,camara,PL,PL 615/2020,Convergente,7,6.182809530707537,7.5664076996181215,1,0.14285714285714285,6
Alexis Fonteyne,204516,NOVO,SP,camara,PL,PL 615/2020,Convergente,7,6.139760885688734,7.091622457101362,1,0.14285714285714285,6
Lucas Gonzalez,204523,NOVO,MG,camara,PL,PL 615/2020,Convergente,7,6.231598643720137,6.292190013448483,1,0.14285714285714285,6
Marcel Van Hattem,156190,NOVO,RS,camara,PL,PL 615/2020,Convergente,7,6.225237877416902,6.63913710475266,1,0.14285714285714285,6
Paulo Ganime,204461,NOVO,RJ,camara,PL,PL 615/2020,Convergente,7,6.444161198200302,7.3078111523546845,1,0.14285714285714285,6
Tiago Mitraud,204519,NOVO,MG,camara,PL,PL 615/2020,Convergente,7,6.506710998772405,5.715344269069831,1,0.14285714285714285,6
Vinicius Poit,204532,NOVO,SP,camara,PL,PL 615/2020,Convergente,7,6.141965962342155,6.846242522064827,1,0.14285714285714285,6
Adriana Ventura,204528,NOVO,SP,camara,PL,PL 646/2020,Convergente,10,6.182809530707537,7.5664076996181215,1,0.1,9
Alexis Fonteyne,204516,NOVO,SP,camara,PL,PL 646/2020,Convergente,10,6.139760885688734,7.091622457101362,1,0.1,9
Felipe Rigoni,204371,PSB,ES,camara,PL,PL 646/2020,Convergente,10,0.9186985765946751,-2.461091046447561,1,0.1,9
Jhc,178842,PSB,AL,camara,PL,PL 646/2020,Convergente,10,0.3729664740306404,-2.355257728018988,1,0.1,9
Kim Kataguiri,204536,DEM,SP,camara,PL,PL 646/2020,Convergente,10,5.325338726657449,4.243276529387021,1,0.1,9
Paulo Ganime,204461,NOVO,RJ,camara,PL,PL 646/2020,Convergente,10,6.444161198200302,7.3078111523546845,1,0.1,9
Professor Israel Batista,204383,PV,DF,camara,PL,PL 646/2020,Convergente,10,-1.032536534846919,-2.5159073048429414,1,0.1,9
Rodrigo Coelho,204366,PSB,SC,camara,PL,PL 646/2020,Convergente,10,3.4954441384098907,0.40808219360704356,1,0.1,9
Tabata Amaral,204534,PDT,SP,camara,PL,PL 646/2020,Convergente,10,0.06850987709581524,-3.588965008784431,1,0.1,9
Vinicius Poit,204532,NOVO,SP,camara,PL,PL 646/2020,Convergente,10,6.141965962342155,6.846242522064827,1,0.1,9
Alessandro Molon,160511,PSB,RJ,camara,PDL,PDL 220/2020,Convergente,20,-3.0153705474707024,-7.358340047947766,1,0.05,19
Aliel Machado,178927,PSB,PR,camara,PDL,PDL 220/2020,Convergente,20,-1.846949833893122,-3.665227598078964,1,0.05,19
Bira Do Pindaré,204561,PSB,MA,camara,PDL,PDL 220/2020,Convergente,20,-3.238488640226164,-3.98634502900903,1,0.05,19
Camilo Capiberibe,204352,PSB,AP,camara,PDL,PDL 220/2020,Convergente,20,-2.8197716873620955,-5.1359541122235886,1,0.05,19
Danilo Cabral,160528,PSB,PE,camara,PDL,PDL 220/2020,Convergente,20,-2.047362016695641,-4.980876054232571,1,0.05,19
Denis Bezerra,204542,PSB,CE,camara,PDL,PDL 220/2020,Convergente,20,-2.5327567680271166,-5.105662717563037,1,0.05,19
Elias Vaz,204389,PSB,GO,camara,PDL,PDL 220/2020,Convergente,20,-2.8681069054198884,-4.863743169372073,1,0.05,19
Gervásio Maia,204394,PSB,PB,camara,PDL,PDL 220/2020,Convergente,20,-2.639217224579557,-5.071932576973131,1,0.05,19
Gonzaga Patriota,74419,PSB,PE,camara,PDL,PDL 220/2020,Convergente,20,-2.033899675909532,-5.438435581223703,1,0.05,19
Heitor Schuch,178964,PSB,RS,camara,PDL,PDL 220/2020,Convergente,20,-2.0915378007306895,-5.163485085235787,1,0.05,19
João H. Campos,204429,PSB,PE,camara,PDL,PDL 220/2020,Convergente,20,-2.292028476151698,-4.122259940741983,1,0.05,19
Júlio Delgado,73586,PSB,MG,camara,PDL,PDL 220/2020,Convergente,20,-1.3837604744073673,-4.746031922367379,1,0.05,19
Lídice Da Mata,139285,PSB,BA,camara,PDL,PDL 220/2020,Convergente,20,-2.90869609738437,-4.759377575944096,1,0.05,19
Marcelo Nilo,204558,PSB,BA,camara,PDL,PDL 220/2020,Convergente,20,-2.59500392049684,-5.126990629922366,1,0.05,19
Mauro Nazif,141508,PSB,RO,camara,PDL,PDL 220/2020,Convergente,20,-1.5645884582520662,-2.1064627177395856,1,0.05,19
Rafael Motta,178951,PSB,RN,camara,PDL,PDL 220/2020,Convergente,20,-1.6632441091843102,-4.539019354220075,1,0.05,19
Rodrigo Agostinho,204530,PSB,SP,camara,PDL,PDL 220/2020,Convergente,20,-1.104189577398282,-3.72831522733207,1,0.05,19
Tadeu Alencar,178922,PSB,PE,camara,PDL,PDL 220/2020,Convergente,20,-2.1144545226617497,-7.62290198254899,1,0.05,19
Ted Conti,206231,PSB,ES,camara,PDL,PDL 220/2020,Convergente,20,-1.0046149940670794,-3.6220418997416175,1,0.05,19
Vilson Da Fetaemg,204483,PSB,MG,camara,PDL,PDL 220/2020,Convergente,20,-2.5834386728946193,-5.055467908886896,1,0.05,19
Áurea Carolina,204509,PSOL,MG,camara,PDL,PDL 225/2020,Convergente,10,-8.644086273652816,-4.15887260849675,1,0.1,9
David Miranda,205548,PSOL,RJ,camara,PDL,PDL 225/2020,Convergente,10,-6.671582489892106,-8.973861970924675,1,0.1,9
Edmilson Rodrigues,134812,PSOL,PA,camara,PDL,PDL 225/2020,Convergente,10,-7.055106803499095,-7.248743557970302,1,0.1,9
Fernanda Melchionna,204407,PSOL,RS,camara,PDL,PDL 225/2020,Convergente,10,-8.009863849173902,-8.433402615407408,1,0.1,9
Glauber Braga,152605,PSOL,RJ,camara,PDL,PDL 225/2020,Convergente,10,-10,-10,1,0.1,9
Ivan Valente,73531,PSOL,SP,camara,PDL,PDL 225/2020,Convergente,10,-8.820488412484591,-8.270553172006322,1,0.1,9
Luiza Erundina,74784,PSOL,SP,camara,PDL,PDL 225/2020,Convergente,10,-3.2635158741971884,-2.7528722202195457,1,0.1,9
Marcelo Freixo,76874,PSOL,RJ,camara,PDL,PDL 225/2020,Convergente,10,-7.4703206486977844,-8.1775660413623,1,0.1,9
Sâmia Bomfim,204535,PSOL,SP,camara,PDL,PDL 225/2020,Convergente,10,-6.3212895857399,-2.916567104770067,1,0.1,9
Talíria Petrone,204464,PSOL,RJ,camara,PDL,PDL 225/2020,Convergente,10,-7.16548349840843,-6.465732194370224,1,0.1,9
Joenia Wapichana,204468,REDE,RR,camara,PDL,PDL 235/2020,Convergente,1,-2.125582761138035,-4.121369358730881,1,1,0
Áurea Carolina,204509,PSOL,MG,camara,PDL,PDL 369/2020,Convergente,9,-8.644086273652816,-4.15887260849675,1,0.1111111111111111,8
David Miranda,205548,PSOL,RJ,camara,PDL,PDL 369/2020,Convergente,9,-6.671582489892106,-8.973861970924675,1,0.1111111111111111,8
Edmilson Rodrigues,134812,PSOL,PA,camara,PDL,PDL 369/2020,Convergente,9,-7.055106803499095,-7.248743557970302,1,0.1111111111111111,8
Fernanda Melchionna,204407,PSOL,RS,camara,PDL,PDL 369/2020,Convergente,9,-8.009863849173902,-8.433402615407408,1,0.1111111111111111,8
Glauber Braga,152605,PSOL,RJ,camara,PDL,PDL 369/2020,Convergente,9,-10,-10,1,0.1111111111111111,8
Ivan Valente,73531,PSOL,SP,camara,PDL,PDL 369/2020,Convergente,9,-8.820488412484591,-8.270553172006322,1,0.1111111111111111,8
Luiza Erundina,74784,PSOL,SP,camara,PDL,PDL 369/2020,Convergente,9,-3.2635158741971884,-2.7528722202195457,1,0.1111111111111111,8
Marcelo Freixo,76874,PSOL,RJ,camara,PDL,PDL 369/2020,Convergente,9,-7.4703206486977844,-8.1775660413623,1,0.1111111111111111,8
Sâmia Bomfim,204535,PSOL,SP,camara,PDL,PDL 369/2020,Convergente,9,-6.3212895857399,-2.916567104770067,1,0.1111111111111111,8
Afonso Florence,160508,PT,BA,camara,PDL,PDL 370/2020,Convergente,27,-6.854015545309499,-6.4148096682061055,1,0.037037037037037035,26
Alencar Santana Braga,204501,PT,SP,camara,PDL,PDL 370/2020,Convergente,27,-7.990575774197204,-5.78579061889435,1,0.037037037037037035,26
Alexandre Padilha,204503,PT,SP,camara,PDL,PDL 370/2020,Convergente,27,-7.175689343733485,-9.071795978160024,1,0.037037037037037035,26
Beto Faro,141335,PT,PA,camara,PDL,PDL 370/2020,Convergente,27,-5.2335148689005955,-9.144658931482422,1,0.037037037037037035,26
Carlos Veras,204426,PT,PE,camara,PDL,PDL 370/2020,Convergente,27,-6.172196568181232,-6.106540167467587,1,0.037037037037037035,26
Célio Moura,204370,PT,TO,camara,PDL,PDL 370/2020,Convergente,27,-4.482645441188434,-6.747522743646701,1,0.037037037037037035,26
Enio Verri,132504,PT,PR,camara,PDL,PDL 370/2020,Convergente,27,-7.014677384494272,-7.17008310801166,1,0.037037037037037035,26
Erika Kokay,160575,PT,DF,camara,PDL,PDL 370/2020,Convergente,27,-6.453196971072883,-8.186060722380688,1,0.037037037037037035,26
Frei Anastacio Ribeiro,204393,PT,PB,camara,PDL,PDL 370/2020,Convergente,27,-5.324072389385068,-7.923303111446417,1,0.037037037037037035,26
Gleisi Hoffmann,107283,PT,PR,camara,PDL,PDL 370/2020,Convergente,27,-5.604659487888503,-9.453496286365368,1,0.037037037037037035,26
Helder Salomão,178873,PT,ES,camara,PDL,PDL 370/2020,Convergente,27,-6.84870596131532,-7.8348361543111595,1,0.037037037037037035,26
João Daniel,178970,PT,SE,camara,PDL,PDL 370/2020,Convergente,27,-4.936720480677984,-8.023851506430141,1,0.037037037037037035,26
José Guimarães,141470,PT,CE,camara,PDL,PDL 370/2020,Convergente,27,-4.760657341689731,-8.341688387620389,1,0.037037037037037035,26
Leonardo Monteiro,74156,PT,MG,camara,PDL,PDL 370/2020,Convergente,27,-3.9658343085420036,-7.4418261883537085,1,0.037037037037037035,26
Marcon,160535,PT,RS,camara,PDL,PDL 370/2020,Convergente,27,-4.936523157639074,-8.348767433528966,1,0.037037037037037035,26
Maria Do Rosário,74398,PT,RS,camara,PDL,PDL 370/2020,Convergente,27,-7.051815668719049,-6.236254296512137,1,0.037037037037037035,26
Nilto Tatto,178986,PT,SP,camara,PDL,PDL 370/2020,Convergente,27,-7.5324437132273125,-7.261268628116211,1,0.037037037037037035,26
Padre João,160556,PT,MG,camara,PDL,PDL 370/2020,Convergente,27,-7.53477432424644,-7.980371683740026,1,0.037037037037037035,26
Patrus Ananias,74160,PT,MG,camara,PDL,PDL 370/2020,Convergente,27,-6.376564811004134,-8.323316486730704,1,0.037037037037037035,26
Paulo Teixeira,141488,PT,SP,camara,PDL,PDL 370/2020,Convergente,27,-5.951972849716273,-7.527200882229313,1,0.037037037037037035,26
Pedro Uczai,160604,PT,SC,camara,PDL,PDL 370/2020,Convergente,27,-6.429172366444439,-7.911813714678381,1,0.037037037037037035,26
Professora Rosa Neide,204467,PT,MT,camara,PDL,PDL 370/2020,Convergente,27,-6.036054283541652,-7.710238428951021,1,0.037037037037037035,26
Rogério Correia,204480,PT,MG,camara,PDL,PDL 370/2020,Convergente,27,-8.137664598537768,-7.783066752626986,1,0.037037037037037035,26
Valmir Assunção,160610,PT,BA,camara,PDL,PDL 370/2020,Convergente,27,-6.818220461288379,-8.218783268005833,1,0.037037037037037035,26
