nome,id_entidade,partido,uf,casa,sigla_tipo,proposicao,efeito,autores,governismo,governismo_ma,assinadas,autorias_ponderadas,coautores
Weliton Prado,160518,PROS,MG,camara,PL,PL 1441/2019,Convergente,2,-0.29176363544765316,-3.317668824913693,1,0.5,1
Célio Studart,204488,PV,CE,camara,PL,PL 1456/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Célio Studart,204488,PV,CE,camara,PL,PL 1457/2019,Neutro,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Nilto Tatto,178986,PT,SP,camara,PL,PL 1486/2019,Convergente,1,-7.5324437132273125,-7.261268628116211,1,1,0
José Medeiros,204472,PODE,MT,camara,PL,PL 1516/2019,Convergente,1,5.37763155177139,4.436545447461652,1,1,0
Pastor Gil,204570,PL,MA,camara,PL,PL 1522/2019,Convergente,1,5.045944301651616,5.297122901650567,1,1,0
Pedro Lucas Fernandes,122974,PTB,MA,camara,PL,PL 1524/2019,Convergente,1,4.48080929958051,8.498158065632992,1,1,0
Luciano Ducci,178931,PSB,PR,camara,PL,PL 1583/2019,Convergente,1,-0.1285346691002882,-1.4881243868781837,1,1,0
Mara Rocha,204471,PSDB,AC,camara,PL,PL 1675/2019,Convergente,1,2.2437831385581504,0.25277828571406147,1,1,0
Nilto Tatto,178986,PT,SP,camara,PL,PL 1693/2019,Convergente,1,-7.5324437132273125,-7.261268628116211,1,1,0
Gilberto Abramo,204491,REPUBLICANOS,MG,camara,PL,PL 1770/2019,Convergente,1,4.541649100047543,4.883978874676922,1,1,0
David Soares,204511,DEM,SP,camara,PL,PL 1779/2019,Convergente,1,3.4590640949478484,0.7029735036477813,1,1,0
Marcon,160535,PT,RS,camara,PL,PL 1788/2019,Convergente,1,-4.936523157639074,-8.348767433528966,1,1,0
Celso Sabino,204496,PSDB,PA,camara,PL,PL 1816/2019,Convergente,1,3.965328373295753,-0.3707918966607373,1,1,0
Célio Studart,204488,PV,CE,camara,PLP,PLP 84/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Célio Studart,204488,PV,CE,camara,PL,PL 1846/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Domingos Sávio,160758,PSDB,MG,camara,PL,PL 1889/2019,Neutro,1,3.5402399283216006,5.49293746947529,1,1,0
Helio Lopes,204444,PSL,RJ,camara,PL,PL 1958/2019,Convergente,1,8.09894644947327,5.036422546395233,1,1,0
Helio Lopes,204444,PSL,RJ,camara,PL,PL 1963/2019,Convergente,1,8.09894644947327,5.036422546395233,1,1,0
Helio Lopes,204444,PSL,RJ,camara,PL,PL 1964/2019,Convergente,1,8.09894644947327,5.036422546395233,1,1,0
Rogério Correia,204480,PT,MG,camara,PL,PL 1970/2019,Convergente,1,-8.137664598537768,-7.783066752626986,1,1,0
Célio Studart,204488,PV,CE,camara,PL,PL 1995/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Célio Studart,204488,PV,CE,camara,PL,PL 1996/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Célio Studart,204488,PV,CE,camara,PL,PL 2069/2019,Convergente,1,-1.1376416668423701,-3.7025323831707446,1,1,0
Felipe Carreras,72442,PSB,PE,camara,PL,PL 2191/2019,Convergente,1,0.41913004601843795,-1.6363380967726542,1,1,0
Flávio Nogueira,191923,PDT,PI,camara,PL,PL 2204/2019,Convergente,1,2.114890682665898,-0.8172982776952153,1,1,0
Aureo Ribeiro,160512,SOLIDARIEDADE,RJ,camara,PL,PL 2226/2019,Convergente,1,2.9607770080724336,3.868221898772937,1,1,0
Ruy Carneiro,160635,PSDB,PB,camara,PL,PL 2237/2019,Convergente,1,2.1241115387396263,-0.6426533611499554,1,1,0
Alexandre Padilha,204503,PT,SP,camara,PDL,PDL 114/2019,Convergente,52,-7.175689343733485,-9.071795978160024,1,0.019230769230769232,51
Arlindo Chinaglia,73433,PT,SP,camara,PDL,PDL 114/2019,Convergente,52,-6.644165225647144,-6.848096332749458,1,0.019230769230769232,51
