id_leggo,id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa_origem,status,nome_proposicao,apelido,tema,prioridade,advocacy_link,keywords,tipo_agenda,explicacao_projeto,classificacao_ambientalismo,explicacao_ambientalismo
6e93a33c73b4a15e65897ce8bdab5c92,2265648,PL,5291,Dispõe sobre o atendimento médico-veterinário gratuito a cães e gatos resgatados da rua ou adotados de abrigos para animais.,2020-11-27T12:47:00Z,camara,Ativa,PL 5291/2020,NA,Meio Ambiente e Desenvolvimento Sustentável,NA,NA,NA,NA,NA,NA,NA
5d80d09e75ddf85adc68e64e93ca764d,2265649,PL,5292,"Classifica como crime de maus-tratos a realização de onicectomia. Altera a Lei nº 9.605, de 1998.",2020-11-27T12:47:00Z,camara,Ativa,PL 5292/2020,NA,Meio Ambiente e Desenvolvimento Sustentável,NA,NA,NA,NA,NA,NA,NA
8cbc918af52f861ce4860405e0cbbb54,2265667,PDL,493,"Susta a aplicação do Ato nº 65, de 23 de novembro de 2020, Departamento de Sanidade Vegetal e Insumos Agrícolas da Secretaria de Defesa Agropecuária.",2020-11-27T17:47:00Z,camara,Ativa,PDL 493/2020,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
606229d33bb8e604994feb47405576bf,2265892,PL,5332,Proíbe a venda em todo o território nacional de carros e veículos comerciais leves novos movidos a gasolina e óleo diesel a partir de 1º de janeiro de 2030,2020-12-02T14:45:00Z,camara,Ativa,PL 5332/2020,NA,Meio Ambiente e Desenvolvimento Sustentável,NA,NA,NA,NA,NA,NA,NA
15f8c4a5440db567561904f25a31086c,2265933,PL,5344,"Altera a Lei nº 1.283, de 18 de dezembro de 1950, que dispõe sobre a inspeção industrial e sanitária dos produtos de origem animal, para proibir as denominações de queijo ou requeijão para produtos sem leite, com baixo teor de leite, ou com alta concentração de espessantes.",2020-12-03T10:47:00Z,camara,Ativa,PL 5344/2020,NA,"Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
4657b6602a7c3b999c17042816850702,2265998,PL,5367,Obriga a previsão de um percentual de ciclovias em todos os projetos de modificação da malha viária urbana e torna seu uso modalidade de transporte regular.,2020-12-03T14:59:00Z,camara,Ativa,PL 5367/2020,NA,Meio Ambiente e Desenvolvimento Sustentável,NA,NA,NA,NA,NA,NA,NA
f5c69f40da5fbc0034542cd58d106732,2266103,PDL,519,"Susta a Portaria Conjunta nº 1, da Secretaria Especial de Assuntos Fundiários do Ministério da Agricultura, Pecuária e Abastecimento e do Instituto Nacional de Colonização e Reforma Agrária (INCRA), de 2 de dezembro de 2020, que “Institui o Programa Titula Brasil e dispõe sobre seus objetivos e forma de implementação”.",2020-12-04T16:58:00Z,camara,Ativa,PDL 519/2020,NA,"Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
de9fccd50224c440863cba4f5acb4e6e,2266108,PDL,520,"Susta os efeitos da Portaria Conjunta nº 1, de 2 de dezembro de 2020 que “Institui o Programa Titula Brasil e dispõe sobre seus objetivos e forma de implementação”.",2020-12-04T17:37:00Z,camara,Ativa,PDL 520/2020,NA,"Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
de1feaba6ef76577fb80a7cbc7aa452f,2266284,PDL,526,"Sustam a Portaria Conjunta nº 1, de 2 de dezembro de 2020, e a Portaria n.º 26, de 4 de dezembro de 2020.",2020-12-08T01:26:00Z,camara,Ativa,PDL 526/2020,NA,"Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
40f6bd930b777bfe979231fc48dded07,2266316,PDL,528,"Susta os efeitos da Portaria Conjunta nº 1, de 02 de dezembro de 2020, que institui o Programa Titula Brasil e dispõe sobre seus objetivos e formas de implementação.",2020-12-08T11:58:00Z,camara,Ativa,PDL 528/2020,NA,"Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
d9b9082c373d2f75f68cd2d3432af830,2266317,PL,5426,Obriga as universidades públicas federais que ofereçam curso de medicina veterinária com extensão acadêmica a oferecerem atendimento a animais de estimação de pessoa de baixa renda.,2020-12-08T12:00:00Z,camara,Ativa,PL 5426/2020,NA,Meio Ambiente e Desenvolvimento Sustentável,NA,NA,NA,NA,NA,NA,NA
2838c2a81b6a2f88b43a0a8b9bdd7297,2266498,PL,5452,"Dispõe sobre a criação do Monumento Natural do Pau-Brasil, localizado no município de Itamaraju (Ba), nos termos dispostos na Lei nº 9.985, de 18 de julho de  2000",2020-12-09T15:06:00Z,camara,Ativa,PL 5452/2020,NA,Meio Ambiente e Desenvolvimento Sustentável,NA,NA,NA,NA,NA,NA,NA
7a4c71b4575c1791d0ae391ba135d759,2266510,PL,5453,"Obriga o Poder Executivo a divulgar as informações sobre venda de todos os agrotóxicos comercializados no País. Altera a Lei nº 7.802, de 1989.",2020-12-09T15:32:00Z,camara,Ativa,PL 5453/2020,NA,"Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
25f7d88e7f4f28eec5753aff700e34ba,2266592,PL,5456,"Altera a Lei nº 9.393, de 19 de dezembro de 1996, para definir regime excepcional para a incidência do Imposto Territorial Rural sobre o imóvel rural objeto de desmatamento ou queimada ilegal, e dá outras providências.",2020-12-09T17:42:00Z,camara,Ativa,PL 5456/2020,NA,Meio Ambiente e Desenvolvimento Sustentável,NA,NA,NA,NA,NA,NA,NA
cee73bdfc1de1b4e8bb761606afa2f41,2266605,PL,5461,"Altera o  Art. 48 da Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.",2020-12-09T18:55:00Z,camara,Ativa,PL 5461/2020,NA,"Agricultura, Pecuária, Pesca e Extrativismo",NA,NA,NA,NA,NA,NA,NA
