id_leggo,id_camara,id_senado,id_autor_parlametria,id_autor
4af54fac2bf11f83295f79b4494bedb2,2190884,None,1178964,178964
c0be709a2a9f30a179fd93d3d4dbfbeb,2190885,None,1160535,160535
708dce104b079367e4da945d9741ff3f,2190986,None,1160559,160559
d70d58b5c9c0e417a0806bcc58055936,2191668,None,1160570,160570
fdc801c17a40b93a7509cacc5f5edbcc,2192259,None,1204479,204479
1dbe81661ce54b39de6507dabaa33349,2192263,None,1204472,204472
d0655141109fd7a195eccbbf1e1aa74d,2192431,None,1160545,160545
b7139f15844c740a385ca58de3cb18de,2192602,None,1204396,204396
eebe22cd305ac44bf5ac393df7fc0611,2193334,None,1204524,204524
b113dae3d94490d4394f923c50173000,2193773,None,1194260,194260
aa21cbb14af4f093f0160f139d1e42a7,2193953,None,1178986,178986
65f6d31e1f51ad9bbf222b0bde1b32f0,2195203,None,1204572,204572
cfdb6127ab9f97337dc7bb2ac7ca55f2,2195806,None,1204437,204437
708594c916421646c66642859710e505,2196688,None,1204524,204524
7db2799740c7bddb7f4701db47ad25e7,2198163,None,1204517,204517
480355ae3c783211d6b064ab5f2578c0,2199215,None,1160651,160651
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204515,204515
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204509,204509
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204518,204518
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204491,204491
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1198197,198197
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204539,204539
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204508,204508
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204547,204547
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,174156,74156
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1160556,160556
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1204480,204480
edc39113335be8db9cde28f3d7e3e8ab,2201526,None,1160632,160632
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1204515,204515
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1204518,204518
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1204491,204491
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1204539,204539
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1204508,204508
2402e12c728a208afaa32fe9abe2e24a,2201537,None,173586,73586
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1204547,204547
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1160556,160556
2402e12c728a208afaa32fe9abe2e24a,2201537,None,1160632,160632
1e8edcd904dc70cc4b24db6fadfa8a13,2204216,None,1204449,204449
78e334886ead9d8b5f22837d9c1faa19,2204946,None,1204471,204471
f11a4df4fef3f14758284bb1d008f9d4,2210674,None,1204386,204386
eae067d2aade07c3eea353a034ec096c,2210921,None,1204564,204564
f3bdb232dad3575315eae54dca75159e,2210976,None,1204514,204514
0f1ea9e0ba23edf92f6d4f2d5d2e444c,2213495,None,1204548,204548
56acb1439d22956944d381fee1084de6,2213686,None,1204517,204517
fad9f9b739cc2bd58fce57262adc8f19,2214197,None,1204393,204393
fad9f9b739cc2bd58fce57262adc8f19,2214197,None,1204492,204492
8776c5172b6682efc67c41fed741306e,2214933,None,174356,74356
17b647f52e0df6042baad20346158c7d,2215118,None,1204368,204368
b13f5d6ce77deeaa254cce2857afb1fe,2216603,None,1178930,178930
a515a252e0c1b3ff6e301372ad6618d3,2218243,None,1160535,160535
91230886ffed18167c50e71962e393c0,2218244,None,1160535,160535
3afd70db4f00f1c0b3b06f45d2f34a43,2218288,None,1178954,178954
15cc4380b21451e607fd8b0deb895dd7,2220086,None,1204400,204400
39f1bd10e9d632b38e7a01d5bef824a0,2220962,None,173486,73486
a471763bf7328d73b616675af285f438,2222006,None,1178908,178908
6b4d1678585c71fbce0bdd12049af18f,2222808,None,1204541,204541
7d80fa49908f18a25fec7c100f089b9a,2223702,None,1204483,204483
addaa43242e8c5b5cee4dfb436883a72,2227371,None,1204449,204449
5b80ebe4fb92f2072ab053b32d679175,2227753,None,1204472,204472
75f8f0e82ea3cd2bf81a44349b715026,2228130,None,1178908,178908
