id_leggo,interesse,nome_interesse,apelido,keywords,tema,tema_slug,advocacy_link,tipo_agenda,descricao_interesse
ba62da275cc9c5e0a26e39c85887c8e0,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
231f36c8f312f4a6e4f23fd1530b803a,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
485e4e466108f77189555013e08a40d2,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
1fd8e354123f262b164eafef8e486e50,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
e02775f067e35e494cbab2df89163648,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
53360c69deccb9b3111c5a51b6861aa4,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
56739211e3645e751445ad5e47eccada,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
d81da0d78ab6f51983ecf45b7ae65500,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
0b5748f9d1db1f525c87525e525e502a,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
34c210b75a62b7086912e7e4da5e0fb4,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
b321c0eb9f01c9e1c021eefad355d4a2,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
be5fb3873319aedcbcedf8559ad48347,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
30e3dae6608057d51061bb6b3fa83c91,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
b073cd843864361437c1864ca2cc7d7c,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
39986650f48804888397f6c8c9be82b5,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
62118b2465ef9d3803ed06ee3ef5ff0c,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
4ee4f8ef2d5c6158f551268de50b3e5c,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
e306a8f54c526233b4379e2bf6a1c398,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
0d4b2dc033002af39e7e4c2051f3c5d8,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
2758a9e192a8f87df74b9a4f8c2d00ae,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
bcdb027b6def7d08761a0e977d11d390,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
9bacc907e06dfa32c1058ee3382c6bfc,painel,Proposições,NA,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
045dac0441aa55b94d3c98c71bfd99a7,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
ecb9f34c2e2ff8f7dff71edae35a3d74,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
a6b1c9530d1079b3af578dd8497ffc8b,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
cc6b68ea3f83aa37960cbacd39b32def,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
1716fdf59ce6d94534bc34126325c60c,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
bc2805ca8e5cae102975e472d121a44f,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
9c9dcf8210afeb68df3c972520f58eeb,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
6d2bbca6eb76e7411882054a60839644,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
eedf2f7e172a0534c8eeed806eef9164,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
35a3f5cde19057fe000df1c40f39e983,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
326375760b23616c9ec0f8557bfc2012,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
fc5673b898073f5dd47fefa92f36e1b0,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
c307c8064e1f24f581ced9a373258189,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
31756ad279bb27c1d3e38f800317792b,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
15dbe4328ddcbb677a040a03a4ffbc90,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
1db364484a7f086878f6889f701dc1c8,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
200a3857111591f2c61c174649fc1b6d,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
a390de55e690779cf6eed181b262c302,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
f01807424ee1b2202e3a5c61e1fc70f4,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
f1840c851886c762148d7f38a928e7fe,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
bffa5c87a192f64feea4800fe9a69055,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
404f6c4f573e815e22349d2eece0cbba,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
3c20b1d1c9c505b731d438b5f24a13a1,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
467e50ee465439697699737e87558cd0,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
f684107400cb49c402ddd00a091836a3,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
5b9a268545839d1c2293a226d28cd2d4,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
fe67ca9f845bd8ec47aeb8bc5f190c67,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
78e6064a39b45477be3c601886231bc9,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
b81b46388c193eeb4fe02d7585f05c1b,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
80e0b61f9aedc241f002c936ffe90eea,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
9482830e26c8499433b8e8f265c93957,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
b7afeb393bdba2c13b9cfd28dd77ae83,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
92acb771640660fb06bcfa40d7e382bc,painel,Proposições,NA,NA,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo","meio-ambiente-e-desenvolvimento-sustentavel;agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
22ef3164bd38ea1692f22911acc55c55,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
4b6ba8f3a0541a23fe4dc76737845e60,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
09cf44cab51a171d95f9a8c13c8e41a1,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
4df2df54dcf9c62abd3d35ed25039971,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
2bde12e389c795c5d43714df55c4e24b,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
0d283a482121fe5265a344532cd49b77,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
afbcf1dc6a34e71e8b4c54100ea479f0,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
0a18bffbb7a241f3518f3b71f9981296,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
05d5d845205816cdafc2e74dd5d17b73,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
5b383a40703b786a7f8ecb47cff02477,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
539786b5611ffae58065309c91f72923,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
9511c12aa1c6f2247268a1f9f25c4359,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
61376b9e19a90752492ea9241388eaee,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
e31804469e768e45e9f65369586ae643,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
e42813a899ad8788c2be5ccf9f3ddcf5,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
1af6e2ed55ca8d11d72977bbfab3adc6,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
8dcb1e198c7cf960b11c60e00208b8dc,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
e4f8077208cae2f57717511f550498be,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
7daedbd24681280c7a8df5a50648ab70,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
3ac8959398f73234fe2ad05388274ad9,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
4fac10e0bbf78781c20ae5cb52a9a984,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
4a001f7671130d9d64f0a0c83095ed84,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
df16b2c7ecb909c2d8da98f9f44658e2,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
76e3be9ffef545e3e21ad37be1203452,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
6db2d3efa0395153609184182bbcf542,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
c3ffb2d938e9cf73197d8731aa6c3255,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
50789e0898e03fcb3798a113ab6b01ba,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
010f108d87169e77e6d08336510fdcac,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
d984bfa4da6659d8d2e888d1546ef0c7,painel,Proposições,NA,NA,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,NA,NA,Lista de proposições
6712bb6fa558cc1cf100dcf5c1288f6f,painel,Proposições,NA,NA,"Agricultura, Pecuária, Pesca e Extrativismo","agricultura,-pecuaria,-pesca-e-extrativismo",NA,NA,Lista de proposições
