id_leggo,id_autor,nome,partido,uf,bancada,casa_autor,nome_eleitoral,node_size,id_autor_parlametria
01c3291306586541b3164eaede8d2af1,204393,Dep. Frei Anastacio Ribeiro,PT,PB,oposição,camara,Dep. Frei Anastacio Ribeiro (PT/PB),0.875,1204393
01c3291306586541b3164eaede8d2af1,74160,Dep. Patrus Ananias,PT,MG,oposição,camara,Dep. Patrus Ananias (PT/MG),0.875,174160
01c3291306586541b3164eaede8d2af1,204495,Dep. Airton Faleiro,PT,PA,oposição,camara,Dep. Airton Faleiro (PT/PA),0.875,1204495
01ea98edfa16ee97ada6ca6056a75f0a,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
028492f72874907250d0505ce7b0bf2b,146307,Dep. Neri Geller,PP,MT,governo,camara,Dep. Neri Geller (PP/MT),2,1146307
028492f72874907250d0505ce7b0bf2b,160665,Dep. Augusto Coutinho,SOLIDARIEDADE,PE,governo,camara,Dep. Augusto Coutinho (SOLIDARIEDADE/PE),2,1160665
028492f72874907250d0505ce7b0bf2b,178933,Dep. Sergio Souza,MDB,PR,governo,camara,Dep. Sergio Souza (MDB/PR),4,1178933
028492f72874907250d0505ce7b0bf2b,204439,Dep. Dr. Leonardo,SOLIDARIEDADE,MT,governo,camara,Dep. Dr. Leonardo (SOLIDARIEDADE/MT),2,1204439
02e93380e62a7f22a31325eb7c2f6412,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
02eabdfe6de5c71af7fea09a7bf5b29c,74400,Dep. Paulo Pimenta,PT,RS,oposição,camara,Dep. Paulo Pimenta (PT/RS),1,174400
0394d43a5340e23fee411e2dd5bf1e6a,204395,Dep. Pedro Lupion,DEM,PR,governo,camara,Dep. Pedro Lupion (DEM/PR),1,1204395
03a334e664203d1f5f1fed64b52c8cce,4994,Sen. Eduardo Braga,MDB,AM,governo,senado,Sen. Eduardo Braga (MDB/AM),1,24994
03a334e664203d1f5f1fed64b52c8cce,5523,Sen. Otto Alencar,PSD,BA,governo,senado,Sen. Otto Alencar (PSD/BA),1,25523
03a334e664203d1f5f1fed64b52c8cce,5533,Sen. Lasier Martins,PODEMOS,RS,governo,senado,Sen. Lasier Martins (PODEMOS/RS),1,25533
03add855a077b65239656dae6c9ef587,73486,Dep. Pompeo De Mattos,PDT,RS,oposição,camara,Dep. Pompeo De Mattos (PDT/RS),1,173486
03d2b390f50c1d41868f76ea03eec333,204468,Dep. Joenia Wapichana,REDE,RR,oposição,camara,Dep. Joenia Wapichana (REDE/RR),1,1204468
03e997b90894385f11a430f4ff3cf553,204512,Dep. Delegado Marcelo Freitas,PSL,MG,governo,camara,Dep. Delegado Marcelo Freitas (PSL/MG),1,1204512
045dac0441aa55b94d3c98c71bfd99a7,178993,Dep. Carlos Henrique Gaguim,DEM,TO,governo,camara,Dep. Carlos Henrique Gaguim (DEM/TO),1,1178993
0499307899321790b1a9f3ca31d87f6f,204544,Dep. Alexandre Frota,PSL,SP,governo,camara,Dep. Alexandre Frota (PSL/SP),1,1204544
04c04c3ee0b61e9f7a4564025c3f0b85,204530,Dep. Rodrigo Agostinho,PSB,SP,oposição,camara,Dep. Rodrigo Agostinho (PSB/SP),1,1204530
04d6995ad19aae2dd2726a60e394e12f,164360,Dep. Carmen Zanotto,CIDADANIA,SC,governo,camara,Dep. Carmen Zanotto (CIDADANIA/SC),1,1164360
05d5d845205816cdafc2e74dd5d17b73,204395,Dep. Pedro Lupion,DEM,PR,governo,camara,Dep. Pedro Lupion (DEM/PR),1,1204395
05d5d845205816cdafc2e74dd5d17b73,204472,Dep. José Medeiros,PODE,MT,governo,camara,Dep. José Medeiros (PODE/MT),1,1204472
05dd8c01dde0f51c568b946944575ec1,74371,Dep. Rubens Otoni,PT,GO,oposição,camara,Dep. Rubens Otoni (PT/GO),1,174371
05f0baec446c897064fe0d738639f025,141391,Dep. Arnaldo Jardim,CIDADANIA,SP,governo,camara,Dep. Arnaldo Jardim (CIDADANIA/SP),0.5,1141391
05f0baec446c897064fe0d738639f025,160632,Dep. Zé Silva,SOLIDARIEDADE,MG,governo,camara,Dep. Zé Silva (SOLIDARIEDADE/MG),1.5,1160632
06aead1b3802865bf997d1f809ee0673,136811,Dep. Afonso Hamm,PP,RS,governo,camara,Dep. Afonso Hamm (PP/RS),2,1136811
06cfecfcba660de8bad1d58cf03d6319,141421,Dep. Eduardo Da Fonte,PP,PE,governo,camara,Dep. Eduardo Da Fonte (PP/PE),1,1141421
0708c6482dcf9ddeb95d4ea6438db0ac,204414,Dep. Aroldo Martins,PRB,PR,governo,camara,Dep. Aroldo Martins (PRB/PR),1,1204414
072d0a5f5d656086740b218e290d584e,204372,Dep. Julio Cesar Ribeiro,PRB,DF,governo,camara,Dep. Julio Cesar Ribeiro (PRB/DF),1,1204372
073dab437c82eecd48d904e9eca68fec,5012,Sen. Randolfe Rodrigues,REDE,AP,oposição,senado,Sen. Randolfe Rodrigues (REDE/AP),2,25012
07f38d21b27552ed2b69015560dcc8fb,204457,Dep. Juninho Do Pneu,DEM,RJ,governo,camara,Dep. Juninho Do Pneu (DEM/RJ),1,1204457
0951066ca224f67a5ce614571b61c229,1186,Sen. Luis Carlos Heinze,PP,RS,governo,senado,Sen. Luis Carlos Heinze (PP/RS),1,21186
0951066ca224f67a5ce614571b61c229,4531,Sen. Jayme Campos,DEM,MT,governo,senado,Sen. Jayme Campos (DEM/MT),1,24531
0951066ca224f67a5ce614571b61c229,5979,Sen. Leila Barros,PSB,DF,oposição,senado,Sen. Leila Barros (PSB/DF),2,25979
0951066ca224f67a5ce614571b61c229,5990,Sen. Carlos Viana,PSD,MG,governo,senado,Sen. Carlos Viana (PSD/MG),1,25990
09a643d56fc96f219b0f67ddc6337380,204545,Dep. Alê Silva,PSL,MG,governo,camara,Dep. Alê Silva (PSL/MG),1,1204545
09cf44cab51a171d95f9a8c13c8e41a1,204530,Dep. Rodrigo Agostinho,PSB,SP,oposição,camara,Dep. Rodrigo Agostinho (PSB/SP),1,1204530
09cf44cab51a171d95f9a8c13c8e41a1,74052,Dep. Bosco Costa,PL,SE,governo,camara,Dep. Bosco Costa (PL/SE),6,174052
0a18bffbb7a241f3518f3b71f9981296,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
0a1cacedd121fc0877222f36c372d8b4,171619,Dep. Margarida Salomão,PT,MG,oposição,camara,Dep. Margarida Salomão (PT/MG),1,1171619
0a344af0c04a677cb5e21b32091378cc,204449,Dep. Nelson Barbudo,PSL,MT,governo,camara,Dep. Nelson Barbudo (PSL/MT),1,1204449
0a344af0c04a677cb5e21b32091378cc,204517,Dep. Zé Vitor,PL,MG,governo,camara,Dep. Zé Vitor (PL/MG),1,1204517
0a47e56a70f7c68aa7176ebe6ae36476,160632,Dep. Zé Silva,SOLIDARIEDADE,MG,governo,camara,Dep. Zé Silva (SOLIDARIEDADE/MG),1,1160632
0a47e56a70f7c68aa7176ebe6ae36476,178832,Dep. Leandre,PV,PR,governo,camara,Dep. Leandre (PV/PR),1,1178832
0a47e56a70f7c68aa7176ebe6ae36476,204376,Dep. Coronel Armando,PSL,SC,governo,camara,Dep. Coronel Armando (PSL/SC),1,1204376
0a47e56a70f7c68aa7176ebe6ae36476,204569,Dep. Delegado Pablo,PSL,AM,governo,camara,Dep. Delegado Pablo (PSL/AM),2,1204569
0a47e56a70f7c68aa7176ebe6ae36476,2331,Sen. Rose de Freitas,PODEMOS,ES,governo,senado,Sen. Rose de Freitas (PODEMOS/ES),2,22331
0a47e56a70f7c68aa7176ebe6ae36476,5990,Sen. Carlos Viana,PSD,MG,governo,senado,Sen. Carlos Viana (PSD/MG),2,25990
0a6b435a3120d1427dcf1660980e8bc4,74160,Dep. Patrus Ananias,PT,MG,oposição,camara,Dep. Patrus Ananias (PT/MG),0.5,174160
0a6b435a3120d1427dcf1660980e8bc4,178986,Dep. Nilto Tatto,PT,SP,oposição,camara,Dep. Nilto Tatto (PT/SP),0.5,1178986
0aae05928abb6a83a51cbfd42d935b69,285,Sen. Marcio Bittar,MDB,AC,governo,senado,Sen. Marcio Bittar (MDB/AC),2,2285
0aae05928abb6a83a51cbfd42d935b69,4560,Sen. Sérgio Petecão,PSD,AC,governo,senado,Sen. Sérgio Petecão (PSD/AC),1,24560
0aae05928abb6a83a51cbfd42d935b69,5953,Sen. Fabiano Contarato,REDE,ES,oposição,senado,Sen. Fabiano Contarato (REDE/ES),1,25953
0add670c472627ea054b3b6c7052e6b4,141439,Dep. Chico D'angelo,PDT,RJ,oposição,camara,Dep. Chico D'angelo (PDT/RJ),3,1141439
0add670c472627ea054b3b6c7052e6b4,160645,Dep. Luiz Carlos,PSDB,AP,governo,camara,Dep. Luiz Carlos (PSDB/AP),0.6666666666666666,1160645
0add670c472627ea054b3b6c7052e6b4,204353,Dep. Aline Gurgel,PRB,AP,governo,camara,Dep. Aline Gurgel (PRB/AP),0.6666666666666666,1204353
0add670c472627ea054b3b6c7052e6b4,204505,Dep. Vavá Martins,PRB,PA,governo,camara,Dep. Vavá Martins (PRB/PA),0.6666666666666666,1204505
0b5748f9d1db1f525c87525e525e502a,135054,Dep. Cristiano Vale,PL,PA,governo,camara,Dep. Cristiano Vale (PL/PA),1,1135054
0b5748f9d1db1f525c87525e525e502a,66828,Dep. Fausto Pinato,PP,SP,governo,camara,Dep. Fausto Pinato (PP/SP),1,166828
0bb217da1e776f91e1544d7d9cc67215,1186,Sen. Luis Carlos Heinze,PP,RS,governo,senado,Sen. Luis Carlos Heinze (PP/RS),1,21186
0bb217da1e776f91e1544d7d9cc67215,4981,Sen. Acir Gurgacz,PDT,RO,oposição,senado,Sen. Acir Gurgacz (PDT/RO),1,24981
0bb217da1e776f91e1544d7d9cc67215,5537,Sen. Dário Berger,MDB,SC,governo,senado,Sen. Dário Berger (MDB/SC),1,25537
0bb217da1e776f91e1544d7d9cc67215,581,Sen. Jaques Wagner,PT,BA,oposição,senado,Sen. Jaques Wagner (PT/BA),1,2581
0bb217da1e776f91e1544d7d9cc67215,5953,Sen. Fabiano Contarato,REDE,ES,oposição,senado,Sen. Fabiano Contarato (REDE/ES),1,25953
0c3de04d415da3460a7f7a74a6530023,160587,Dep. Fábio Trad,PSD,MS,governo,camara,Dep. Fábio Trad (PSD/MS),1,1160587
0c52c4905e2466c6515c129bfd98d6c9,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
0c5ce178d09d477b44e90b25dd3ee1b3,5748,Sen. Veneziano Vital do Rêgo,PSB,PB,oposição,senado,Sen. Veneziano Vital do Rêgo (PSB/PB),1,25748
0c9aa15cfc14477a98c8c3a12e3859b3,204444,Dep. Helio Lopes,PSL,RJ,governo,camara,Dep. Helio Lopes (PSL/RJ),1,1204444
0d0ec742e8bfc13a289ff6234948a4f7,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
0d0ec742e8bfc13a289ff6234948a4f7,204494,Dep. Fred Costa,PATRIOTA,MG,governo,camara,Dep. Fred Costa (PATRIOTA/MG),1,1204494
0d283a482121fe5265a344532cd49b77,204359,Dep. Léo Moraes,PODE,RO,governo,camara,Dep. Léo Moraes (PODE/RO),2,1204359
0d283a482121fe5265a344532cd49b77,204377,Dep. Paula Belmonte,CIDADANIA,DF,governo,camara,Dep. Paula Belmonte (CIDADANIA/DF),1,1204377
0d283a482121fe5265a344532cd49b77,204391,Dep. José Nelto,PODE,GO,governo,camara,Dep. José Nelto (PODE/GO),1,1204391
0d283a482121fe5265a344532cd49b77,204458,Dep. Major Fabiana,PSL,RJ,governo,camara,Dep. Major Fabiana (PSL/RJ),1,1204458
0d283a482121fe5265a344532cd49b77,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
0d283a482121fe5265a344532cd49b77,204531,Dep. Guilherme Derrite,PP,,governo,camara,Dep. Guilherme Derrite (PP/-),2,1204531
0d283a482121fe5265a344532cd49b77,204541,Dep. Eduardo Bismarck,PDT,CE,oposição,camara,Dep. Eduardo Bismarck (PDT/CE),2,1204541
0d283a482121fe5265a344532cd49b77,204542,Dep. Denis Bezerra,PSB,CE,oposição,camara,Dep. Denis Bezerra (PSB/CE),2,1204542
0d283a482121fe5265a344532cd49b77,204572,Dep. Capitão Alberto Neto,PRB,AM,governo,camara,Dep. Capitão Alberto Neto (PRB/AM),2,1204572
0d283a482121fe5265a344532cd49b77,205535,Dep. Patricia Ferraz,PL,AP,governo,camara,Dep. Patricia Ferraz (PL/AP),1,1205535
0d283a482121fe5265a344532cd49b77,74585,Dep. Lincoln Portela,PL,MG,governo,camara,Dep. Lincoln Portela (PL/MG),1,174585
0d4b2dc033002af39e7e4c2051f3c5d8,141470,Dep. José Guimarães,PT,CE,oposição,camara,Dep. José Guimarães (PT/CE),1,1141470
0d777e42938dce5b33f10d60540d1e7c,204403,Dep. Marlon Santos,PDT,RS,oposição,camara,Dep. Marlon Santos (PDT/RS),1,1204403
0da5442954fdb33db5d136c638ce08ad,133968,Dep. Paulo Ramos,PDT,RJ,oposição,camara,Dep. Paulo Ramos (PDT/RJ),1,1133968
0de26d5b31073271d9c99a64184f9501,72442,Dep. Felipe Carreras,PSB,PE,oposição,camara,Dep. Felipe Carreras (PSB/PE),1,172442
0e44c1f66bb56752973625e921f23b0f,90201,Dep. Pedro Augusto Bezerra,PTB,CE,governo,camara,Dep. Pedro Augusto Bezerra (PTB/CE),1,190201
0e8d78e34229cda3252902608ad157b4,191923,Dep. Flavio Nogueira,PDT,PI,oposição,camara,Dep. Flavio Nogueira (PDT/PI),1,1191923
0ea9962317f8137607c3bdf36ac40ce2,5411,Sen. Weverton,PDT,MA,oposição,senado,Sen. Weverton (PDT/MA),2,25411
0ea9962317f8137607c3bdf36ac40ce2,5502,Sen. Plínio Valério,PSDB,AM,governo,senado,Sen. Plínio Valério (PSDB/AM),1,25502
0ebb32d25fae6cf7afeffcc8a4f361f2,205863,Dep. Marcelo Brum,PSL,RS,governo,camara,Dep. Marcelo Brum (PSL/RS),1,1205863
0ed08f124eb6abb9f44ff7f736630477,581,Sen. Jaques Wagner,PT,BA,oposição,senado,Sen. Jaques Wagner (PT/BA),1,2581
0ed08f124eb6abb9f44ff7f736630477,5895,Sen. Jorge Kajuru,PATRIOTA,GO,governo,senado,Sen. Jorge Kajuru (PATRIOTA/GO),1,25895
0ef322fded07408326d49b7613102894,204393,Dep. Frei Anastacio Ribeiro,PT,PB,oposição,camara,Dep. Frei Anastacio Ribeiro (PT/PB),1,1204393
0f1bb518a8586395a4a36cd984e05338,74158,Dep. Mário Heringer,PDT,MG,oposição,camara,Dep. Mário Heringer (PDT/MG),1,174158
0f1ea9e0ba23edf92f6d4f2d5d2e444c,204415,Dep. Nereu Crispim,PSL,RS,governo,camara,Dep. Nereu Crispim (PSL/RS),1,1204415
0f1ea9e0ba23edf92f6d4f2d5d2e444c,204530,Dep. Rodrigo Agostinho,PSB,SP,oposição,camara,Dep. Rodrigo Agostinho (PSB/SP),1,1204530
0f1ea9e0ba23edf92f6d4f2d5d2e444c,204548,Dep. Heitor Freire,PSL,CE,governo,camara,Dep. Heitor Freire (PSL/CE),1,1204548
10454ef15ff032b030f0692e615711c4,74283,Dep. Vicentinho,PT,SP,oposição,camara,Dep. Vicentinho (PT/SP),1,174283
106d3cade46a4714ce9f835fb0664b07,5012,Sen. Randolfe Rodrigues,REDE,AP,oposição,senado,Sen. Randolfe Rodrigues (REDE/AP),1,25012
106d3cade46a4714ce9f835fb0664b07,5718,Sen. Eliziane Gama,CIDADANIA,MA,governo,senado,Sen. Eliziane Gama (CIDADANIA/MA),2,25718
106d3cade46a4714ce9f835fb0664b07,5982,Sen. Alessandro Vieira,CIDADANIA,SE,governo,senado,Sen. Alessandro Vieira (CIDADANIA/SE),1,25982
107402cd00c7b3237305a67867366993,205863,Dep. Marcelo Brum,PSL,RS,governo,camara,Dep. Marcelo Brum (PSL/RS),1,1205863
108e21d58875bbb9fd2e216ea1aec257,204494,Dep. Fred Costa,PATRIOTA,MG,governo,camara,Dep. Fred Costa (PATRIOTA/MG),1,1204494
10c4aa86289a8dfa948b2a06e82a94d9,178921,Dep. Sebastião Oliveira,PL,PE,governo,camara,Dep. Sebastião Oliveira (PL/PE),1,1178921
11b073a62fd2c8cc64f70eb363d08462,141470,Dep. José Guimarães,PT,CE,oposição,camara,Dep. José Guimarães (PT/CE),1,1141470
11d9a94f13ace5c2635bf29f9c146abb,204421,Dep. Edna Henrique,PSDB,PB,governo,camara,Dep. Edna Henrique (PSDB/PB),1,1204421
11d9a94f13ace5c2635bf29f9c146abb,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
11d9a94f13ace5c2635bf29f9c146abb,204494,Dep. Fred Costa,PATRIOTA,MG,governo,camara,Dep. Fred Costa (PATRIOTA/MG),1,1204494
121f1eda8439e6dd5fd02b2eca2bca42,74585,Dep. Lincoln Portela,PL,MG,governo,camara,Dep. Lincoln Portela (PL/MG),1,174585
125a1ec4165955023ecd8dd215b9b467,160570,Dep. Jerônimo Goergen,PP,RS,governo,camara,Dep. Jerônimo Goergen (PP/RS),1,1160570
1270f03c716a4570a402b2a5fd58c9ed,204444,Dep. Helio Lopes,PSL,RJ,governo,camara,Dep. Helio Lopes (PSL/RJ),1,1204444
132d9511d5c6bed7123f097d32b37bbf,72442,Dep. Felipe Carreras,PSB,PE,oposição,camara,Dep. Felipe Carreras (PSB/PE),1,172442
13afcddadef0849d176ab0fef3370d3a,207176,Dep. Bia Cavassa,PSDB,MS,governo,camara,Dep. Bia Cavassa (PSDB/MS),1,1207176
140c34c37cd4d74fa0db882c7896ef77,204575,Dep. Gil Cutrim,PDT,MA,oposição,camara,Dep. Gil Cutrim (PDT/MA),1,1204575
1493eac9340a01dc23bb6b2bf2a55b95,178835,Dep. Afonso Motta,PDT,RS,oposição,camara,Dep. Afonso Motta (PDT/RS),1,1178835
1495e57cedf0e50546d3ae9eaeb1cd66,475,Sen. Confúcio Moura,MDB,RO,governo,senado,Sen. Confúcio Moura (MDB/RO),1,2475
14aa1dba79aa352ea8662c3855eeb30e,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),1,1204488
14b3eab274470d37095bb3f204c54be1,178857,Dep. Jorge Solla,PT,BA,oposição,camara,Dep. Jorge Solla (PT/BA),1,1178857
14b3eab274470d37095bb3f204c54be1,204400,Dep. Aline Sleutjes,PSL,PR,governo,camara,Dep. Aline Sleutjes (PSL/PR),1,1204400
14b3eab274470d37095bb3f204c54be1,204524,Dep. Pinheirinho,PP,MG,governo,camara,Dep. Pinheirinho (PP/MG),2,1204524
14b876b3f66dc82bcbe80d64390f7a88,141411,Dep. Dagoberto Nogueira,PDT,MS,oposição,camara,Dep. Dagoberto Nogueira (PDT/MS),3,1141411
14c2ed720bbddf495efdaf3ad23cc78d,204449,Dep. Nelson Barbudo,PSL,MT,governo,camara,Dep. Nelson Barbudo (PSL/MT),1,1204449
14ce89d9d7b5a3e4d64552ff9eb541d6,204566,Dep. Marreca Filho,PATRIOTA,MA,governo,camara,Dep. Marreca Filho (PATRIOTA/MA),1,1204566
1500badc155ea18ae6494b247a96c52f,4531,Sen. Jayme Campos,DEM,MT,governo,senado,Sen. Jayme Campos (DEM/MT),1,24531
1500badc155ea18ae6494b247a96c52f,5529,Sen. Antonio Anastasia,PSDB,MG,governo,senado,Sen. Antonio Anastasia (PSDB/MG),1,25529
1500badc155ea18ae6494b247a96c52f,5535,Sen. Telmário Mota,PROS,RR,governo,senado,Sen. Telmário Mota (PROS/RR),1,25535
150d97a9d33b8b7eac9796179c325721,134812,Dep. Edmilson Rodrigues,PSOL,PA,oposição,camara,Dep. Edmilson Rodrigues (PSOL/PA),1,1134812
15a86f2c1f06a7ed346e413e22d922b4,5523,Sen. Otto Alencar,PSD,BA,governo,senado,Sen. Otto Alencar (PSD/BA),2,25523
15a86f2c1f06a7ed346e413e22d922b4,5529,Sen. Antonio Anastasia,PSDB,MG,governo,senado,Sen. Antonio Anastasia (PSDB/MG),1,25529
15a86f2c1f06a7ed346e413e22d922b4,5533,Sen. Lasier Martins,PODEMOS,RS,governo,senado,Sen. Lasier Martins (PODEMOS/RS),1,25533
15a86f2c1f06a7ed346e413e22d922b4,5748,Sen. Veneziano Vital do Rêgo,PSB,PB,oposição,senado,Sen. Veneziano Vital do Rêgo (PSB/PB),1,25748
15ca3093ce9b8e88a41e215985f16b9e,178863,Dep. Uldurico Junior,PROS,BA,governo,camara,Dep. Uldurico Junior (PROS/BA),1,1178863
15ca3093ce9b8e88a41e215985f16b9e,204495,Dep. Airton Faleiro,PT,PA,oposição,camara,Dep. Airton Faleiro (PT/PA),1,1204495
15cc4380b21451e607fd8b0deb895dd7,204400,Dep. Aline Sleutjes,PSL,PR,governo,camara,Dep. Aline Sleutjes (PSL/PR),1,1204400
15dbe4328ddcbb677a040a03a4ffbc90,141408,Dep. Cleber Verde,PRB,MA,governo,camara,Dep. Cleber Verde (PRB/MA),1,1141408
15dbe4328ddcbb677a040a03a4ffbc90,198783,Dep. Emanuel Pinheiro Neto,PTB,MT,governo,camara,Dep. Emanuel Pinheiro Neto (PTB/MT),1,1198783
15dbe4328ddcbb677a040a03a4ffbc90,204488,Dep. Célio Studart,PV,CE,governo,camara,Dep. Célio Studart (PV/CE),4,1204488
15dbe4328ddcbb677a040a03a4ffbc90,204494,Dep. Fred Costa,PATRIOTA,MG,governo,camara,Dep. Fred Costa (PATRIOTA/MG),1,1204494
15dbe4328ddcbb677a040a03a4ffbc90,204505,Dep. Vavá Martins,PRB,PA,governo,camara,Dep. Vavá Martins (PRB/PA),3,1204505
15dbe4328ddcbb677a040a03a4ffbc90,204540,Dep. Maria Rosas,PRB,SP,governo,camara,Dep. Maria Rosas (PRB/SP),1,1204540
15f8c4a5440db567561904f25a31086c,74585,Dep. Lincoln Portela,PL,MG,governo,camara,Dep. Lincoln Portela (PL/MG),1,174585
162063385d8d75aa905e6efb0a53a975,35,Sen. Jader Barbalho,MDB,PA,governo,senado,Sen. Jader Barbalho (MDB/PA),1,235
164b0381e3276f2292996830e1a05cc5,205865,Dep. Reinhold Stephanes Junior,PSD,PR,governo,camara,Dep. Reinhold Stephanes Junior (PSD/PR),1,1205865
1716fdf59ce6d94534bc34126325c60c,160570,Dep. Jerônimo Goergen,PP,RS,governo,camara,Dep. Jerônimo Goergen (PP/RS),1,1160570
174918a8ca09646dac9b3129465fa44c,2331,Sen. Rose de Freitas,PODEMOS,ES,governo,senado,Sen. Rose de Freitas (PODEMOS/ES),1,22331
174918a8ca09646dac9b3129465fa44c,475,Sen. Confúcio Moura,MDB,RO,governo,senado,Sen. Confúcio Moura (MDB/RO),1,2475
174918a8ca09646dac9b3129465fa44c,4770,Sen. Izalci Lucas,PSDB,DF,governo,senado,Sen. Izalci Lucas (PSDB/DF),1,24770
17616f03d63d1c483336c7b232f057c2,4981,Sen. Acir Gurgacz,PDT,RO,oposição,senado,Sen. Acir Gurgacz (PDT/RO),1,24981
17616f03d63d1c483336c7b232f057c2,5959,Sen. Styvenson Valentim,PODEMOS,RN,governo,senado,Sen. Styvenson Valentim (PODEMOS/RN),1,25959
1765e127a5122196a65b561f8d61bead,90,Sen. José Serra,PSDB,SP,governo,senado,Sen. José Serra (PSDB/SP),1,290
179564bc04f40aa428cb2f86281c940a,121948,Dep. Adriano Do Baldy,PP,GO,governo,camara,Dep. Adriano Do Baldy (PP/GO),1,1121948
1796768fea528f5c3f4de05a3c55e807,160673,Dep. Giovani Cherini,PL,RS,governo,camara,Dep. Giovani Cherini (PL/RS),1,1160673
17b647f52e0df6042baad20346158c7d,204368,Dep. Fabio Schiochet,PSL,SC,governo,camara,Dep. Fabio Schiochet (PSL/SC),1,1204368
17ca543d3975fa7d574f7f0f5b506502,5895,Sen. Jorge Kajuru,PATRIOTA,GO,governo,senado,Sen. Jorge Kajuru (PATRIOTA/GO),2,25895
1865182af6d37f87234698314e7cbf89,5012,Sen. Randolfe Rodrigues,REDE,AP,oposição,senado,Sen. Randolfe Rodrigues (REDE/AP),1,25012
188944938af28df4d79f2a953582a04a,194260,Dep. Nivaldo Albuquerque,PTB,AL,governo,camara,Dep. Nivaldo Albuquerque (PTB/AL),1,1194260
18c56b8f58b39196112039260af7f168,5748,Sen. Veneziano Vital do Rêgo,PSB,PB,oposição,senado,Sen. Veneziano Vital do Rêgo (PSB/PB),1,25748
1921784e8b379a442c27c43afab48cf0,178959,Dep. Hiran Gonçalves,PP,RR,governo,camara,Dep. Hiran Gonçalves (PP/RR),1.75,1178959
1921784e8b379a442c27c43afab48cf0,204465,Dep. Haroldo Cathedral,PSD,RR,governo,camara,Dep. Haroldo Cathedral (PSD/RR),0.75,1204465
1921784e8b379a442c27c43afab48cf0,204475,Dep. Otaci Nascimento,SOLIDARIEDADE,RR,governo,camara,Dep. Otaci Nascimento (SOLIDARIEDADE/RR),0.75,1204475
1921784e8b379a442c27c43afab48cf0,204479,Dep. Nicoletti,PSL,RR,governo,camara,Dep. Nicoletti (PSL/RR),0.75,1204479
1936af28823a0817e771380dfacce78d,160575,Dep. Erika Kokay,PT,DF,oposição,camara,Dep. Erika Kokay (PT/DF),1,1160575
1973c4b6e45af8a78f781b41ddaf3987,1186,Sen. Luis Carlos Heinze,PP,RS,governo,senado,Sen. Luis Carlos Heinze (PP/RS),1,21186
